1;2
124.0;157.0
155.0;258.0
295.0;296.0
500.0;374.0
602.0;449.0
712.0;507.0
743.0;585.0
884.0;609.0
959.0;749.0
1040.0;902.0
1324.0;1083.0
1497.0;1188.0
1584.0;1221.0
1668.0;1342.0
1723.0;1466.0
1789.0;1509.0
1919.0;1608.0
1966.0;1737.0
2074.0;1804.0
2339.0;1851.0
2410.0;1934.0
2515.0;2003.0
2611.0;2085.0
2872.0;2111.0
2976.0;2190.0
3028.0;2298.0
3100.0;2341.0
3141.0;2417.0
3205.0;2470.0
3293.0;2520.0
3320.0;2614.0
3413.0;2648.0
3545.0;2750.0
3691.0;2884.0
3834.0;2982.0
3858.0;3029.0
3977.0;3117.0
4099.0;3143.0
4427.0;3222.0
4565.0;3288.0
4669.0;3326.0
4976.0;3426.0
5000.0;3451.0
5085.0;3556.0
5140.0;3838.0
5195.0;4012.0
5285.0;4107.0
5343.0;4250.0
5460.0;4273.0
5575.0;4374.0
5840.0;4430.0
5876.0;4464.0
5973.0;4560.0
5999.0;4597.0
6107.0;4711.0
6244.0;4884.0
6336.0;4913.0
6356.0;4995.0
6486.0;5102.0
6557.0;5152.0
6609.0;5212.0
6778.0;5298.0
6939.0;5347.0
7037.0;5472.0
7179.0;5576.0
7216.0;5697.0
7318.0;5856.0
7362.0;5982.0
7426.0;6132.0
7521.0;6246.0
7645.0;6281.0
7674.0;6341.0
7755.0;6544.0
7991.0;6573.0
8071.0;6696.0
8184.0;6782.0
8425.0;6812.0
8526.0;6943.0
8568.0;7044.0
8783.0;7080.0
8894.0;7195.0
9004.0;7218.0
9026.0;7337.0
9136.0;7366.0
9310.0;7399.0
9342.0;7433.0
9436.0;7534.0
9482.0;7768.0
9563.0;7792.0
9678.0;7879.0
9715.0;7995.0
9810.0;8087.0
9840.0;8157.0
10080.0;8201.0
;8285.0
;8305.0
;8569.0
;8652.0
;8700.0
;8789.0
;9006.0
;9151.0
;9249.0
;9315.0
;9347.0
;9694.0
;9717.0
;9843.0
;9937.0
;10090.0
;10198.0
;10226.0
