1;2
130.0;266.0
278.0;422.0
557.0;532.0
919.0;645.0
951.0;690.0
1026.0;771.0
1087.0;952.0
1118.0;1114.0
1214.0;1234.0
1247.0;1335.0
1376.0;1492.0
1474.0;1688.0
1527.0;1794.0
1573.0;1923.0
1640.0;2185.0
1705.0;2330.0
2021.0;2460.0
2055.0;2608.0
2196.0;2722.0
2254.0;2859.0
2341.0;2998.0
2383.0;3153.0
2532.0;3335.0
2606.0;3467.0
2640.0;3513.0
2723.0;3590.0
2859.0;3705.0
3161.0;3830.0
3298.0;3966.0
3396.0;4022.0
3430.0;4077.0
3468.0;4213.0
3716.0;4352.0
4036.0;4464.0
4134.0;4517.0
4706.0;4556.0
4815.0;4674.0
4838.0;4798.0
4893.0;4893.0
5059.0;5022.0
5162.0;5165.0
5273.0;5259.0
5302.0;5303.0
5415.0;5401.0
5638.0;5427.0
5696.0;5531.0
5733.0;5552.0
5857.0;5698.0
6011.0;6012.0
6121.0;6104.0
6244.0;6199.0
6340.0;6223.0
6623.0;6337.0
6714.0;6455.0
6804.0;6593.0
6913.0;6620.0
7048.0;6764.0
7142.0;6799.0
7570.0;6899.0
7802.0;7133.0
7912.0;7234.0
8062.0;7263.0
8189.0;7450.0
8330.0;7641.0
8358.0;7669.0
8485.0;7921.0
8537.0;8086.0
8627.0;8211.0
8652.0;8348.0
8761.0;8434.0
8906.0;8485.0
8995.0;8523.0
9016.0;8640.0
9192.0;8747.0
9238.0;8796.0
9528.0;8862.0
9640.0;9017.0
9763.0;9091.0
9864.0;9312.0
10002.0;9336.0
10023.0;9452.0
;9725.0
;9749.0
;9864.0
;9993.0
;10162.0
