1;2
130.0;105.0
238.0;235.0
273.0;270.0
395.0;509.0
509.0;635.0
645.0;778.0
728.0;903.0
779.0;966.0
855.0;1013.0
914.0;1062.0
1076.0;1135.0
1190.0;1177.0
1287.0;1281.0
1397.0;1542.0
1542.0;1682.0
1685.0;1820.0
1834.0;1843.0
1974.0;1961.0
2171.0;1981.0
2259.0;2052.0
2376.0;2138.0
2453.0;2245.0
2577.0;2565.0
2620.0;2668.0
2827.0;2713.0
2866.0;2827.0
2963.0;2862.0
2983.0;2961.0
3112.0;3226.0
3229.0;3371.0
3381.0;3515.0
3495.0;3641.0
3642.0;3668.0
3671.0;3788.0
3802.0;4024.0
3910.0;4197.0
3936.0;4326.0
4024.0;4488.0
4046.0;4631.0
4197.0;4735.0
4269.0;4756.0
4498.0;4886.0
4767.0;4963.0
4899.0;5022.0
4978.0;5148.0
5180.0;5315.0
5351.0;5347.0
5436.0;5433.0
5706.0;5480.0
5851.0;5548.0
6221.0;5694.0
6558.0;5839.0
6605.0;5963.0
6757.0;6002.0
6994.0;6085.0
7076.0;6334.0
7190.0;6479.0
7302.0;6554.0
7447.0;6604.0
7567.0;6647.0
7765.0;6753.0
7801.0;6853.0
7887.0;6904.0
8028.0;7047.0
8060.0;7153.0
8264.0;7187.0
8296.0;7312.0
8380.0;7444.0
8515.0;7552.0
8610.0;7615.0
8693.0;7777.0
8727.0;7872.0
8847.0;8003.0
8945.0;8025.0
9076.0;8127.0
9172.0;8295.0
9196.0;8432.0
9220.0;8501.0
9243.0;8564.0
9333.0;8597.0
9361.0;8692.0
9462.0;8812.0
9599.0;8844.0
9719.0;8913.0
9811.0;9062.0
9871.0;9161.0
9917.0;9207.0
10032.0;9346.0
10153.0;9457.0
;9589.0
;9717.0
;9902.0
;9997.0
;10104.0
;10190.0
;10237.0
