1;2
98.0;115.0
154.0;157.0
443.0;221.0
469.0;709.0
583.0;808.0
698.0;868.0
792.0;893.0
855.0;929.0
914.0;1024.0
1009.0;1126.0
1131.0;1273.0
1261.0;1378.0
1363.0;1413.0
1411.0;1453.0
1498.0;1547.0
1545.0;1757.0
1716.0;1870.0
1749.0;1895.0
1879.0;2003.0
1966.0;2100.0
1999.0;2147.0
2098.0;2230.0
2228.0;2261.0
2349.0;2388.0
2387.0;2494.0
2525.0;2577.0
2633.0;2713.0
2833.0;2768.0
2947.0;2834.0
3068.0;2964.0
3186.0;3061.0
3263.0;3190.0
3329.0;3279.0
3500.0;3364.0
3578.0;3582.0
3754.0;3646.0
3802.0;3699.0
3910.0;3791.0
4193.0;3819.0
4243.0;3928.0
4328.0;4210.0
4401.0;4344.0
4526.0;4531.0
4573.0;4579.0
4651.0;4806.0
4675.0;4892.0
4768.0;5022.0
4801.0;5307.0
4894.0;5337.0
5021.0;5420.0
5143.0;5517.0
5171.0;5618.0
5275.0;5732.0
5305.0;5757.0
5402.0;5936.0
5464.0;5965.0
5607.0;6057.0
5744.0;6132.0
5816.0;6159.0
5847.0;6262.0
5963.0;6288.0
6421.0;6398.0
6539.0;6428.0
6666.0;6551.0
6790.0;6576.0
6925.0;6806.0
7044.0;7040.0
7140.0;7155.0
7187.0;7189.0
7250.0;7259.0
7345.0;7359.0
7497.0;7382.0
7598.0;7497.0
7798.0;7614.0
7903.0;7677.0
8054.0;7800.0
8155.0;7836.0
8177.0;8057.0
8304.0;8171.0
8417.0;8306.0
8446.0;8424.0
8578.0;8449.0
8765.0;8582.0
9015.0;8873.0
9143.0;9031.0
9230.0;9141.0
9398.0;9180.0
9477.0;9235.0
9642.0;9269.0
9707.0;9372.0
9781.0;9399.0
9816.0;9483.0
10030.0;9554.0
;9590.0
;9656.0
;9725.0
;9794.0
;9819.0
;9914.0
;9946.0
;10032.0
;10202.0
