1;2
201.0;129.0
322.0;366.0
467.0;610.0
622.0;746.0
756.0;1015.0
917.0;1139.0
1058.0;1242.0
1375.0;1365.0
1411.0;1710.0
1524.0;1839.0
1647.0;1970.0
1929.0;2068.0
2082.0;2322.0
2246.0;2452.0
2408.0;2547.0
2530.0;2647.0
2553.0;2901.0
2683.0;3274.0
2722.0;3398.0
2863.0;3541.0
2990.0;3652.0
3090.0;3782.0
3327.0;3908.0
3467.0;4031.0
3565.0;4261.0
3712.0;4363.0
3854.0;4464.0
4169.0;4581.0
4314.0;4763.0
4493.0;4794.0
4639.0;4919.0
4779.0;5013.0
4832.0;5225.0
4927.0;5334.0
5050.0;5489.0
5180.0;5613.0
5336.0;5739.0
5462.0;5855.0
5581.0;6029.0
5847.0;6121.0
5991.0;6218.0
6136.0;6348.0
6262.0;6467.0
6371.0;6590.0
6480.0;6684.0
6759.0;6933.0
6914.0;7294.0
7017.0;7403.0
7160.0;7505.0
7258.0;7634.0
7370.0;7772.0
7482.0;7881.0
7604.0;7999.0
7758.0;8125.0
7885.0;8220.0
7908.0;8361.0
8015.0;8442.0
8569.0;8576.0
8716.0;8698.0
8882.0;9057.0
8987.0;9176.0
9097.0;9290.0
9270.0;9401.0
9417.0;9493.0
9698.0;9608.0
9810.0;9717.0
9969.0;9843.0
10106.0;9961.0
10194.0;10055.0
;10158.0
