1;2
170.0;132.0
331.0;283.0
425.0;1037.0
447.0;1144.0
586.0;1289.0
759.0;1385.0
888.0;1486.0
1040.0;1596.0
1074.0;1727.0
1182.0;1813.0
1349.0;1931.0
1483.0;2052.0
1618.0;2160.0
1723.0;2306.0
1827.0;2435.0
2007.0;2548.0
2138.0;2785.0
2179.0;3129.0
2272.0;3236.0
2416.0;3473.0
2690.0;3630.0
2711.0;3746.0
2782.0;3873.0
2872.0;4104.0
2896.0;4232.0
3018.0;4388.0
3126.0;4491.0
3147.0;4737.0
3253.0;4861.0
3305.0;4963.0
3409.0;5068.0
3467.0;5191.0
3628.0;5303.0
3666.0;5422.0
3884.0;5656.0
4025.0;5908.0
4101.0;6036.0
4150.0;6147.0
4275.0;6281.0
4400.0;6392.0
4548.0;6495.0
4633.0;6643.0
4653.0;6769.0
4681.0;7002.0
4840.0;7121.0
4871.0;7237.0
4979.0;7349.0
5017.0;7457.0
5105.0;7691.0
5141.0;7897.0
5261.0;8165.0
5403.0;8266.0
5546.0;8386.0
5703.0;8518.0
5840.0;8630.0
5970.0;8962.0
6126.0;9075.0
6283.0;9315.0
6389.0;9431.0
6533.0;9541.0
6612.0;9933.0
6683.0;10032.0
6742.0;10144.0
6880.0;
7040.0;
7105.0;
7136.0;
7231.0;
7256.0;
7365.0;
7550.0;
7707.0;
7843.0;
7973.0;
8032.0;
8103.0;
8270.0;
8433.0;
8455.0;
8555.0;
8646.0;
8686.0;
8806.0;
8886.0;
8934.0;
9059.0;
9220.0;
9361.0;
9467.0;
9487.0;
9538.0;
9608.0;
9641.0;
9917.0;
10210.0;
