UM_ID,Freq_Cible_Hz,Freq_Reelle_Hz,Nb_Spikes
1,15,14.8,74
2,15.9090909090909,16,80
3,16.8181818181818,16.6,83
4,17.7272727272727,17.4,87
5,18.6363636363636,18.6,93
6,19.5454545454545,19.8,99
7,20.4545454545455,20.2,101
8,21.3636363636364,21.6,108
9,22.2727272727273,22.4,112
10,23.1818181818182,22.6,113
11,24.0909090909091,24.6,123
12,25,24.4,122
