1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39
8225.0;8236.0;8208.0;;9330.0;7421.0;5188.0;;5019.0;7007.0;5978.0;7721.0;6921.0;10083.0;8629.0;6237.0;5375.0;6310.0;8028.0;7549.0;8363.0;4899.0;5731.0;7190.0;5536.0;5137.0;9596.0;7284.0;7046.0;6680.0;7821.0;8641.0;5761.0;7820.0;7408.0;5635.0;6083.0;9964.0;6670.0
8347.0;8390.0;8351.0;;9445.0;7491.0;5252.0;;5063.0;7419.0;6012.0;7746.0;7015.0;10145.0;8767.0;6287.0;5462.0;6437.0;8221.0;7630.0;8384.0;4949.0;5777.0;7281.0;5575.0;5371.0;9738.0;7348.0;7140.0;6728.0;7889.0;8929.0;5899.0;7914.0;7482.0;5746.0;6251.0;10117.0;6716.0
8376.0;8518.0;8593.0;;9593.0;7520.0;5391.0;;5156.0;7486.0;6090.0;7887.0;7150.0;10185.0;8866.0;6319.0;5531.0;6556.0;8275.0;7819.0;8499.0;5013.0;5866.0;7327.0;5649.0;5414.0;9859.0;7414.0;7172.0;6792.0;7915.0;8985.0;5952.0;7993.0;7506.0;5866.0;6370.0;;6850.0
8494.0;8625.0;8620.0;;9724.0;7543.0;5447.0;;5231.0;7517.0;6226.0;8115.0;7170.0;10235.0;8988.0;6401.0;5560.0;6606.0;8372.0;7881.0;8630.0;5145.0;5897.0;7426.0;5742.0;5455.0;9879.0;7646.0;7289.0;7035.0;8054.0;9382.0;5992.0;8050.0;7608.0;5956.0;6433.0;;7063.0
8586.0;8780.0;8729.0;;9851.0;7597.0;5519.0;;5306.0;7632.0;6431.0;8223.0;7287.0;;9055.0;6454.0;5595.0;6818.0;8612.0;7941.0;8995.0;5224.0;5920.0;7539.0;5894.0;5528.0;9967.0;7719.0;7397.0;7055.0;8091.0;9538.0;6158.0;8087.0;7742.0;5985.0;6603.0;;7166.0
8623.0;8850.0;8861.0;;9975.0;8193.0;5642.0;;5445.0;7663.0;6472.0;8359.0;7338.0;;9194.0;6587.0;5685.0;6906.0;8764.0;7979.0;9185.0;5307.0;5977.0;7920.0;6033.0;5653.0;10071.0;7830.0;7507.0;7076.0;8145.0;9787.0;6247.0;8214.0;7829.0;6034.0;6676.0;;7281.0
8765.0;8905.0;8912.0;;10124.0;8257.0;5743.0;;5519.0;7691.0;6701.0;8484.0;7395.0;;9336.0;6615.0;5740.0;7019.0;8993.0;8105.0;9270.0;5371.0;6039.0;7966.0;6130.0;5706.0;10091.0;7863.0;7596.0;7130.0;8218.0;9912.0;6312.0;8314.0;7889.0;6162.0;6728.0;;7348.0
8987.0;8958.0;9039.0;;;8381.0;5864.0;;5583.0;7822.0;6826.0;8608.0;7427.0;;9406.0;6723.0;5914.0;7041.0;9015.0;8126.0;9389.0;5464.0;6150.0;7997.0;6314.0;5745.0;10189.0;7889.0;7658.0;7184.0;8577.0;10024.0;6372.0;8879.0;7942.0;6243.0;6925.0;;7440.0
9088.0;9045.0;9176.0;;;8402.0;5974.0;;5626.0;7865.0;6908.0;8733.0;7498.0;;9451.0;6804.0;5975.0;7127.0;9161.0;8177.0;9413.0;5646.0;6228.0;8109.0;6354.0;5777.0;;7922.0;7719.0;7287.0;8621.0;10061.0;6445.0;9046.0;7999.0;6281.0;7014.0;;7529.0
9147.0;9170.0;9285.0;;;8499.0;6029.0;;5690.0;7912.0;6936.0;8867.0;7546.0;;9496.0;6865.0;6030.0;7176.0;9297.0;8254.0;9445.0;5693.0;6252.0;8230.0;6447.0;5898.0;;7977.0;7869.0;7385.0;8971.0;10217.0;6579.0;9156.0;8075.0;6314.0;7043.0;;7723.0
9175.0;9315.0;9322.0;;;8766.0;6140.0;;5724.0;7946.0;7082.0;8965.0;7650.0;;9641.0;6943.0;6128.0;7196.0;9397.0;8407.0;9631.0;5744.0;6311.0;8250.0;6565.0;5990.0;;8038.0;7904.0;7409.0;8997.0;;6697.0;9267.0;8351.0;6355.0;7170.0;;7874.0
9389.0;9429.0;9369.0;;;8830.0;6194.0;;5796.0;8344.0;7315.0;9071.0;7676.0;;9730.0;7149.0;6279.0;7285.0;9573.0;8459.0;10061.0;5773.0;6361.0;8278.0;6595.0;6172.0;;8087.0;7993.0;7608.0;9054.0;;6718.0;9363.0;8488.0;6433.0;7249.0;;7915.0
9569.0;9589.0;9403.0;;;9165.0;6249.0;;6036.0;8376.0;7420.0;9194.0;7753.0;;9989.0;7195.0;6351.0;7390.0;9639.0;8565.0;10225.0;5794.0;6446.0;8347.0;6847.0;6220.0;;8191.0;8091.0;7642.0;9251.0;;6792.0;9534.0;8600.0;6454.0;7331.0;;7962.0
9599.0;9708.0;9436.0;;;9300.0;6307.0;;6087.0;8504.0;7444.0;9283.0;7877.0;;10108.0;7317.0;6428.0;7481.0;9704.0;8618.0;;5921.0;6565.0;8386.0;6961.0;6288.0;;8604.0;8191.0;7750.0;9352.0;;6836.0;9579.0;8737.0;6572.0;7405.0;;8092.0
9639.0;9846.0;9580.0;;;9382.0;6363.0;;6108.0;8567.0;7515.0;9378.0;7949.0;;10132.0;7400.0;6558.0;7605.0;9778.0;8739.0;;6029.0;6614.0;8483.0;7010.0;6451.0;;8979.0;8330.0;7845.0;9500.0;;6899.0;9780.0;8837.0;6625.0;7487.0;;8223.0
9682.0;9978.0;9607.0;;;9555.0;6426.0;;6142.0;8597.0;7631.0;9522.0;8030.0;;10204.0;7668.0;6624.0;7720.0;9831.0;8866.0;;6083.0;6910.0;8509.0;7043.0;6623.0;;9004.0;8445.0;8008.0;9690.0;;7036.0;9933.0;8857.0;6680.0;7609.0;;8336.0
9808.0;10107.0;9713.0;;;9589.0;6614.0;;6162.0;8735.0;7668.0;9617.0;8092.0;;;7732.0;6735.0;7865.0;10131.0;8922.0;;6136.0;6939.0;8529.0;7158.0;6731.0;;9054.0;8508.0;8042.0;9785.0;;7129.0;10032.0;9071.0;6725.0;7920.0;;8377.0
10223.0;;9747.0;;;9731.0;6723.0;;6357.0;8766.0;7738.0;9768.0;8131.0;;;7819.0;6814.0;7915.0;10228.0;9003.0;;6163.0;6961.0;8634.0;7192.0;6870.0;;9147.0;8723.0;8118.0;9855.0;;7293.0;10065.0;9172.0;6796.0;8096.0;;8514.0
;;9840.0;;;9849.0;6780.0;;6436.0;8861.0;7820.0;9877.0;8240.0;;;7918.0;6837.0;7978.0;;9267.0;;6287.0;7047.0;8912.0;7285.0;6911.0;;9252.0;8838.0;8153.0;9933.0;;7404.0;10147.0;9270.0;6857.0;8318.0;;8620.0
;;9951.0;;;9872.0;6835.0;;6555.0;8951.0;7895.0;10121.0;8356.0;;;7940.0;6909.0;8092.0;;9391.0;;6363.0;7168.0;8962.0;7310.0;7062.0;;9311.0;8859.0;8222.0;10036.0;;7504.0;;9370.0;6887.0;8344.0;;8894.0
;;9984.0;;;9948.0;6959.0;;6577.0;8987.0;8011.0;10212.0;8632.0;;;8037.0;6931.0;8115.0;;9530.0;;6441.0;7289.0;8997.0;7394.0;7188.0;;9408.0;8949.0;8257.0;10069.0;;7620.0;;9463.0;6926.0;8580.0;;9108.0
;;10100.0;;;9972.0;7036.0;;6717.0;9019.0;8197.0;;8755.0;;;8103.0;7043.0;8195.0;;9853.0;;6554.0;7318.0;9098.0;7644.0;7302.0;;9445.0;9039.0;8280.0;;;7660.0;;9496.0;7003.0;8716.0;;9146.0
;;10125.0;;;10084.0;7085.0;;6737.0;9312.0;8237.0;;8849.0;;;8148.0;7166.0;8339.0;;9978.0;;6610.0;7340.0;9165.0;7727.0;7398.0;;9696.0;9062.0;8351.0;;;7845.0;;9595.0;7027.0;8741.0;;9306.0
;;;;;10234.0;7221.0;;6833.0;9404.0;8264.0;;9086.0;;;8192.0;7189.0;8378.0;;10061.0;;6704.0;7396.0;9255.0;7885.0;7429.0;;9788.0;9144.0;8459.0;;;7881.0;;9737.0;7176.0;8776.0;;9534.0
;;;;;;7294.0;;6935.0;9623.0;8329.0;;9167.0;;;8222.0;7253.0;8500.0;;10126.0;;6861.0;7426.0;9306.0;7922.0;7493.0;;9825.0;9244.0;8488.0;;;7926.0;;9796.0;7249.0;8841.0;;9741.0
;;;;;;7339.0;;7038.0;9663.0;8374.0;;9204.0;;;8242.0;7281.0;8588.0;;10185.0;;6963.0;7485.0;9373.0;7985.0;7657.0;;9958.0;9266.0;8599.0;;;8007.0;;9866.0;7291.0;8891.0;;9787.0
;;;;;;7606.0;;7127.0;9789.0;8459.0;;9294.0;;;8328.0;7397.0;8724.0;;;;7036.0;7517.0;9401.0;8036.0;7888.0;;10070.0;9408.0;8752.0;;;8071.0;;9945.0;7412.0;8989.0;;9838.0
;;;;;;7653.0;;7178.0;9820.0;8615.0;;9394.0;;;8459.0;7507.0;8872.0;;;;7188.0;7601.0;9530.0;8108.0;7925.0;;10102.0;9539.0;8875.0;;;8314.0;;10032.0;7502.0;9103.0;;9962.0
;;;;;;7721.0;;7250.0;9882.0;8635.0;;9478.0;;;8601.0;7599.0;8942.0;;;;7224.0;7633.0;9588.0;8332.0;7969.0;;;9583.0;8959.0;;;8347.0;;10090.0;7539.0;9251.0;;10104.0
;;;;;;7862.0;;7296.0;10071.0;8726.0;;9532.0;;;8635.0;7660.0;9040.0;;;;7285.0;7688.0;9650.0;8388.0;8041.0;;;9677.0;9050.0;;;8422.0;;10172.0;7604.0;9306.0;;10129.0
;;;;;;7966.0;;7348.0;10094.0;8835.0;;9648.0;;;8725.0;7734.0;9145.0;;;;7333.0;7731.0;9739.0;8597.0;8116.0;;;9879.0;9086.0;;;8468.0;;10205.0;7849.0;9384.0;;
;;;;;;8193.0;;7435.0;;8876.0;;9750.0;;;8829.0;7777.0;9166.0;;;;7388.0;7989.0;9841.0;8636.0;8236.0;;;9958.0;9169.0;;;8513.0;;;7991.0;9551.0;;
;;;;;;8242.0;;7522.0;;8972.0;;9828.0;;;8886.0;7862.0;9269.0;;;;7429.0;8031.0;9964.0;8716.0;8333.0;;;10061.0;9262.0;;;8733.0;;;8091.0;9608.0;;
;;;;;;8329.0;;7595.0;;9055.0;;9855.0;;;8974.0;7942.0;9308.0;;;;7483.0;8098.0;10106.0;8768.0;8615.0;;;10091.0;9355.0;;;8754.0;;;8204.0;9734.0;;
;;;;;;8384.0;;7641.0;;9079.0;;9898.0;;;8999.0;7980.0;9405.0;;;;7540.0;8193.0;10127.0;8954.0;8640.0;;;;9377.0;;;8849.0;;;8232.0;9792.0;;
;;;;;;8447.0;;7768.0;;9163.0;;9958.0;;;9178.0;8030.0;9484.0;;;;7649.0;8228.0;10221.0;9051.0;8841.0;;;;9408.0;;;8936.0;;;8318.0;9849.0;;
;;;;;;8502.0;;7886.0;;9251.0;;10079.0;;;9300.0;8107.0;9675.0;;;;7885.0;8337.0;;9250.0;8893.0;;;;9496.0;;;9150.0;;;8413.0;9945.0;;
;;;;;;8577.0;;7910.0;;9293.0;;10099.0;;;9406.0;8195.0;9840.0;;;;7921.0;8445.0;;9273.0;9254.0;;;;9580.0;;;9180.0;;;8470.0;10036.0;;
;;;;;;8633.0;;7939.0;;9386.0;;10123.0;;;9473.0;8256.0;9883.0;;;;7941.0;8502.0;;9382.0;9309.0;;;;9611.0;;;9265.0;;;8504.0;10094.0;;
;;;;;;8755.0;;7967.0;;9452.0;;10193.0;;;9563.0;8331.0;9983.0;;;;7961.0;8616.0;;9504.0;9359.0;;;;9641.0;;;9372.0;;;8624.0;10204.0;;
;;;;;;8830.0;;8027.0;;9531.0;;10223.0;;;9629.0;8377.0;10087.0;;;;8024.0;8717.0;;9534.0;9530.0;;;;9693.0;;;9459.0;;;8737.0;;;
;;;;;;8886.0;;8047.0;;9552.0;;;;;9651.0;8504.0;10210.0;;;;8092.0;8841.0;;9565.0;9731.0;;;;9750.0;;;9796.0;;;8834.0;;;
;;;;;;8912.0;;8114.0;;9625.0;;;;;9693.0;8575.0;10231.0;;;;8148.0;8869.0;;9599.0;9788.0;;;;9863.0;;;9937.0;;;8946.0;;;
;;;;;;8939.0;;8223.0;;9736.0;;;;;9730.0;8772.0;;;;;8255.0;8940.0;;9718.0;9885.0;;;;9886.0;;;10103.0;;;9053.0;;;
;;;;;;8995.0;;8381.0;;9777.0;;;;;9787.0;8937.0;;;;;8350.0;9079.0;;9738.0;9995.0;;;;9949.0;;;10171.0;;;9155.0;;;
;;;;;;9051.0;;8460.0;;9844.0;;;;;9858.0;9007.0;;;;;8387.0;9148.0;;9832.0;10092.0;;;;9983.0;;;10200.0;;;9355.0;;;
;;;;;;9096.0;;8513.0;;10094.0;;;;;10022.0;9196.0;;;;;8524.0;9244.0;;9858.0;10147.0;;;;10106.0;;;;;;9516.0;;;
;;;;;;9146.0;;8588.0;;10130.0;;;;;10119.0;9248.0;;;;;8575.0;9642.0;;9962.0;10204.0;;;;10200.0;;;;;;9587.0;;;
;;;;;;9202.0;;8630.0;;10227.0;;;;;;9336.0;;;;;8617.0;9742.0;;10087.0;10230.0;;;;10232.0;;;;;;9693.0;;;
;;;;;;9246.0;;8744.0;;;;;;;;9403.0;;;;;8646.0;9851.0;;10128.0;;;;;;;;;;;9808.0;;;
;;;;;;9272.0;;8774.0;;;;;;;;9475.0;;;;;8843.0;9974.0;;;;;;;;;;;;;9840.0;;;
;;;;;;9301.0;;8865.0;;;;;;;;9501.0;;;;;8889.0;10065.0;;;;;;;;;;;;;9937.0;;;
;;;;;;9409.0;;8918.0;;;;;;;;9547.0;;;;;8966.0;;;;;;;;;;;;;;10036.0;;;
;;;;;;9473.0;;9095.0;;;;;;;;9587.0;;;;;8992.0;;;;;;;;;;;;;;10120.0;;;
;;;;;;9529.0;;9194.0;;;;;;;;9639.0;;;;;9046.0;;;;;;;;;;;;;;10193.0;;;
;;;;;;9592.0;;9271.0;;;;;;;;9732.0;;;;;9177.0;;;;;;;;;;;;;;;;;
;;;;;;9732.0;;9303.0;;;;;;;;9841.0;;;;;9247.0;;;;;;;;;;;;;;;;;
;;;;;;9851.0;;9397.0;;;;;;;;9883.0;;;;;9301.0;;;;;;;;;;;;;;;;;
;;;;;;9896.0;;9494.0;;;;;;;;9973.0;;;;;9323.0;;;;;;;;;;;;;;;;;
;;;;;;10015.0;;9636.0;;;;;;;;10090.0;;;;;9391.0;;;;;;;;;;;;;;;;;
;;;;;;10084.0;;9668.0;;;;;;;;10112.0;;;;;9412.0;;;;;;;;;;;;;;;;;
;;;;;;10140.0;;9841.0;;;;;;;;10194.0;;;;;9488.0;;;;;;;;;;;;;;;;;
;;;;;;;;9914.0;;;;;;;;10234.0;;;;;9529.0;;;;;;;;;;;;;;;;;
;;;;;;;;9954.0;;;;;;;;;;;;;9716.0;;;;;;;;;;;;;;;;;
;;;;;;;;10225.0;;;;;;;;;;;;;9787.0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;9862.0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;9958.0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;10018.0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;10107.0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;10143.0;;;;;;;;;;;;;;;;;
