1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37
;;;;10169.0;;6910.0;7880.0;8169.0;6070.0;7428.0;6622.0;7788.0;7926.0;10138.0;6711.0;7717.0;8346.0;6944.0;;8713.0;6625.0;7725.0;8837.0;7791.0;6370.0;8167.0;7910.0;8524.0;8264.0;8929.0;;9623.0;9161.0;7866.0;;6408.0
;;;;10222.0;;6960.0;7904.0;8276.0;6181.0;7525.0;6644.0;7817.0;8045.0;10233.0;6789.0;7828.0;8400.0;7053.0;;8740.0;6702.0;7806.0;8859.0;8039.0;6405.0;8528.0;8035.0;8650.0;8355.0;9035.0;;9701.0;9297.0;7890.0;;6529.0
;;;;;;6992.0;8000.0;8368.0;6208.0;7627.0;6699.0;7941.0;8065.0;;6877.0;7908.0;8472.0;7088.0;;8827.0;6731.0;8003.0;9082.0;8109.0;6537.0;8570.0;8199.0;8807.0;8467.0;9157.0;;9725.0;9436.0;7922.0;;6688.0
;;;;;;7147.0;8020.0;8533.0;6237.0;7686.0;6809.0;8071.0;8192.0;;6953.0;7940.0;8600.0;7121.0;;8966.0;6807.0;8026.0;9194.0;8211.0;6577.0;8673.0;8278.0;8911.0;8536.0;9332.0;;9834.0;9521.0;7969.0;;6748.0
;;;;;;7498.0;8112.0;8570.0;6286.0;7915.0;6841.0;8139.0;8323.0;;7137.0;8007.0;8706.0;7180.0;;9077.0;6828.0;8166.0;9362.0;8296.0;6632.0;8794.0;8356.0;9133.0;8612.0;9432.0;;9987.0;9547.0;7993.0;;6858.0
;;;;;;7719.0;8135.0;8662.0;6399.0;8098.0;6931.0;8235.0;8453.0;;7296.0;8307.0;8839.0;7273.0;;9201.0;6849.0;8214.0;9427.0;8381.0;6702.0;8911.0;8471.0;9220.0;8823.0;9547.0;;10019.0;9640.0;8050.0;;6976.0
;;;;;;7784.0;8271.0;8715.0;6520.0;8224.0;6960.0;8429.0;8574.0;;7444.0;8534.0;8964.0;7390.0;;9341.0;6929.0;8305.0;9577.0;8433.0;6804.0;8934.0;8718.0;9522.0;8904.0;9636.0;;;9823.0;8130.0;;7099.0
;;;;;;7812.0;8308.0;8803.0;6574.0;8252.0;6993.0;8543.0;8694.0;;7584.0;8817.0;9070.0;7471.0;;9366.0;6999.0;8355.0;9677.0;8668.0;6841.0;8966.0;8816.0;9630.0;8968.0;10130.0;;;9995.0;8195.0;;7332.0
;;;;;;7911.0;8373.0;8922.0;6614.0;8329.0;7093.0;8709.0;8833.0;;7683.0;8959.0;9136.0;7510.0;;9469.0;7145.0;8485.0;9786.0;8702.0;6889.0;9026.0;9018.0;9754.0;9031.0;;;;10099.0;8225.0;;7387.0
;;;;;;8138.0;8403.0;8969.0;6686.0;8422.0;7249.0;8824.0;8935.0;;7801.0;9045.0;9206.0;7722.0;;9664.0;7247.0;8571.0;9900.0;8815.0;6926.0;9157.0;9170.0;9844.0;9056.0;;;;10195.0;8359.0;;7473.0
;;;;;;8314.0;8429.0;9040.0;6740.0;8476.0;7270.0;8914.0;8958.0;;7826.0;9065.0;9267.0;7793.0;;9780.0;7390.0;8664.0;10035.0;9027.0;7100.0;9296.0;9220.0;9881.0;9132.0;;;;;8577.0;;7532.0
;;;;;;8419.0;8457.0;9070.0;6815.0;8564.0;7292.0;8943.0;9045.0;;7884.0;9155.0;9342.0;7816.0;;9817.0;7413.0;8720.0;10135.0;9163.0;7187.0;9422.0;9293.0;10003.0;9174.0;;;;;8679.0;;7966.0
;;;;;;8550.0;8591.0;9145.0;6849.0;8775.0;7516.0;8975.0;9200.0;;8009.0;9179.0;9460.0;7880.0;;9838.0;7575.0;8852.0;10236.0;9196.0;7242.0;9518.0;9427.0;10033.0;9293.0;;;;;8706.0;;8128.0
;;;;;;8587.0;8638.0;9192.0;6944.0;8857.0;7703.0;9062.0;9333.0;;8134.0;9200.0;9510.0;7966.0;;9860.0;7639.0;9025.0;;9302.0;7342.0;9545.0;9531.0;10070.0;9324.0;;;;;8817.0;;8163.0
;;;;;;8707.0;8674.0;9412.0;6968.0;8942.0;7824.0;9159.0;9438.0;;8159.0;9261.0;9557.0;7988.0;;10033.0;7721.0;9060.0;;9420.0;7392.0;9624.0;9566.0;10179.0;9522.0;;;;;8936.0;;8214.0
;;;;;;8728.0;8711.0;9463.0;7129.0;8975.0;7942.0;9341.0;9473.0;;8228.0;9344.0;9661.0;8212.0;;10063.0;7795.0;9178.0;;9625.0;7512.0;9729.0;9616.0;;9542.0;;;;;8966.0;;8325.0
;;;;;;8829.0;8832.0;9535.0;7177.0;9005.0;8077.0;9417.0;9548.0;;8273.0;9407.0;9773.0;8382.0;;10135.0;7876.0;9271.0;;9730.0;7640.0;9838.0;9721.0;;9627.0;;;;;9026.0;;8365.0
;;;;;;8960.0;9029.0;9643.0;7232.0;9054.0;8216.0;9453.0;9642.0;;8297.0;9462.0;9875.0;8576.0;;10232.0;8010.0;9338.0;;9839.0;7682.0;9979.0;9830.0;;9724.0;;;;;9047.0;;8404.0
;;;;;;9033.0;9154.0;9676.0;7256.0;9199.0;8329.0;9556.0;9760.0;;8374.0;9531.0;10022.0;8665.0;;;8075.0;9416.0;;9980.0;7703.0;10199.0;9987.0;;9823.0;;;;;9148.0;;8726.0
;;;;;;9057.0;9180.0;9743.0;7380.0;9372.0;8358.0;9699.0;9869.0;;8398.0;9555.0;10047.0;8716.0;;;8281.0;9524.0;;10085.0;7794.0;;10076.0;;10032.0;;;;;9335.0;;8812.0
;;;;;;9158.0;9352.0;9890.0;7502.0;9437.0;8401.0;9756.0;10010.0;;8483.0;9639.0;10077.0;8911.0;;;8355.0;9554.0;;10196.0;7825.0;;10234.0;;10104.0;;;;;9427.0;;8862.0
;;;;;;9184.0;9459.0;10011.0;7595.0;9459.0;8480.0;9908.0;10102.0;;8561.0;9667.0;10121.0;8951.0;;;8427.0;9620.0;;;7866.0;;;;10193.0;;;;;9530.0;;8953.0
;;;;;;9330.0;9583.0;10116.0;7621.0;9588.0;8580.0;10066.0;10126.0;;8607.0;9768.0;10230.0;9029.0;;;8613.0;9731.0;;;7903.0;;;;;;;;;9551.0;;9047.0
;;;;;;9455.0;9741.0;10175.0;7692.0;9671.0;8651.0;10111.0;10201.0;;8689.0;10049.0;;9136.0;;;8712.0;9881.0;;;7955.0;;;;;;;;;9632.0;;9085.0
;;;;;;9566.0;9820.0;10235.0;7743.0;9749.0;8769.0;10193.0;10225.0;;8720.0;10123.0;;9165.0;;;8832.0;10080.0;;;8058.0;;;;;;;;;9693.0;;9206.0
;;;;;;9586.0;9840.0;;7830.0;9813.0;8913.0;;;;8798.0;10184.0;;9200.0;;;8857.0;10134.0;;;8086.0;;;;;;;;;9771.0;;9297.0
;;;;;;9637.0;9933.0;;7871.0;9851.0;8945.0;;;;8835.0;;;9304.0;;;8972.0;10229.0;;;8300.0;;;;;;;;;9803.0;;9318.0
;;;;;;9665.0;10063.0;;7949.0;9899.0;9000.0;;;;8934.0;;;9339.0;;;9042.0;;;;8479.0;;;;;;;;;9835.0;;9456.0
;;;;;;9694.0;10175.0;;8078.0;9974.0;9032.0;;;;8980.0;;;9414.0;;;9069.0;;;;8532.0;;;;;;;;;9889.0;;9513.0
;;;;;;9737.0;;;8123.0;10043.0;9136.0;;;;9059.0;;;9434.0;;;9184.0;;;;8723.0;;;;;;;;;9987.0;;9577.0
;;;;;;9831.0;;;8144.0;10079.0;9196.0;;;;9198.0;;;9520.0;;;9270.0;;;;8949.0;;;;;;;;;10020.0;;9677.0
;;;;;;10010.0;;;8216.0;10126.0;9274.0;;;;9293.0;;;9627.0;;;9343.0;;;;9030.0;;;;;;;;;;;9788.0
;;;;;;10066.0;;;8365.0;;9401.0;;;;9321.0;;;9666.0;;;9429.0;;;;9084.0;;;;;;;;;;;9848.0
;;;;;;10139.0;;;8436.0;;9444.0;;;;9422.0;;;9755.0;;;9468.0;;;;9180.0;;;;;;;;;;;9899.0
;;;;;;10164.0;;;8487.0;;9525.0;;;;9468.0;;;9876.0;;;9586.0;;;;9258.0;;;;;;;;;;;10078.0
;;;;;;;;;8551.0;;9555.0;;;;9517.0;;;10004.0;;;9676.0;;;;9419.0;;;;;;;;;;;10178.0
;;;;;;;;;8604.0;;9632.0;;;;9559.0;;;10035.0;;;9701.0;;;;9521.0;;;;;;;;;;;10229.0
;;;;;;;;;8811.0;;9800.0;;;;9582.0;;;10079.0;;;9735.0;;;;9585.0;;;;;;;;;;;
;;;;;;;;;8850.0;;10060.0;;;;9667.0;;;10108.0;;;9772.0;;;;9628.0;;;;;;;;;;;
;;;;;;;;;9077.0;;10110.0;;;;9733.0;;;10174.0;;;9890.0;;;;9656.0;;;;;;;;;;;
;;;;;;;;;9142.0;;10207.0;;;;9842.0;;;10235.0;;;10030.0;;;;9733.0;;;;;;;;;;;
;;;;;;;;;9200.0;;10232.0;;;;9913.0;;;;;;10064.0;;;;9762.0;;;;;;;;;;;
;;;;;;;;;9358.0;;;;;;10027.0;;;;;;10136.0;;;;9842.0;;;;;;;;;;;
;;;;;;;;;9460.0;;;;;;10120.0;;;;;;10209.0;;;;9869.0;;;;;;;;;;;
;;;;;;;;;9558.0;;;;;;10177.0;;;;;;;;;;9926.0;;;;;;;;;;;
;;;;;;;;;9621.0;;;;;;10219.0;;;;;;;;;;10017.0;;;;;;;;;;;
;;;;;;;;;9666.0;;;;;;;;;;;;;;;;10038.0;;;;;;;;;;;
;;;;;;;;;9721.0;;;;;;;;;;;;;;;;10091.0;;;;;;;;;;;
;;;;;;;;;9781.0;;;;;;;;;;;;;;;;10142.0;;;;;;;;;;;
;;;;;;;;;9841.0;;;;;;;;;;;;;;;;10234.0;;;;;;;;;;;
;;;;;;;;;9880.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;10019.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;10041.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;10085.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;10136.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;10183.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;10234.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
