MU_1;MU_2;MU_3;MU_4;MU_5;MU_6
-0.00560955898975541;0.012682480711251094;0.004418906102475379;-0.012367512663978317;-0.002321362382973992;0.0007084036147351445
-0.0007483990436015404;0.012030424032006659;0.006693443800770398;-0.018292960998080775;-0.0012522609898933358;-0.0008936009937782193
0.004322238913018747;0.010023695795190208;0.007028344951350955;-0.019606601083762082;0.0011692960847537565;-0.004056324027028483
0.009269381833344833;0.0070312224630737765;0.005752714727409502;-0.01635407139128165;0.004376541540785028;-0.007854875399647097
0.013849358440369214;0.0034427071772348797;0.0033438858343982345;-0.009936751285408224;0.007454316752616588;-0.010547516276302118
0.017902673952047532;-0.00037772042290752764;0.0003404607008679618;-0.002654812418142932;0.009570252505847077;-0.01038801119393976
0.021289565367388245;-0.004101641812221582;-0.0027488082274037947;0.003035444882581738;0.010307385882028884;-0.00685929994670194
0.023811244194320753;-0.007412172900848306;-0.005519808739758524;0.005409994826681512;0.009679321158094265;-0.0013255899753355951
0.02518895415398376;-0.009977179813415634;-0.007696568784781629;0.0041997274469749305;0.007942858050999299;0.003589449989964317
0.02514085340471462;-0.011457847207537751;-0.009105042479158268;0.0007158014388451967;0.005487606324790562;0.00559224952979062
0.023516881179289163;-0.011560546635475264;-0.009639501538429558;-0.0028030283658893053;0.002881076572074757;0.004173333890176948
0.02039760014194944;-0.010103681659877089;-0.009255569262460475;-0.004293770771554316;0.0008419555160492647;0.0009122583906483555
0.01608846373382351;-0.00706781437927745;-0.007989035944339177;-0.0028243374701529583;-7.524950521227842e-05;-0.0015140557439588637
0.011023108240709864;-0.0026224819897312838;-0.005990776920977609;0.0010304950258306507;6.940742863040688e-05;-0.0008703008858323469
0.005654469252897851;0.0028630767185394;-0.0035716709072392237;0.005492432165617675;0.00046130210573401434;0.003532921278624627
0.00040092451160337656;0.00883159884609839;-0.0012262723285981494;0.008406149809762061;-4.2409378505973987e-05;0.010652815042552517
-0.004360744651486126;0.014593093069417485;0.00042819257283183826;0.008224143226989047;-0.002171983632646141;0.01824872012921867
-0.008315393187058064;0.019434187189282536;0.0008377786471789829;0.004673585383707315;-0.005730166105380765;0.023676921472071386
-0.011267073965663642;0.02276245361271334;-0.000234440210896208;-0.0011978282366715243;-0.009655427468247926;0.024702700593659917
-0.013187803088502335;0.024245115798092097;-0.0025406369776107282;-0.00751353059565988;-0.012580770367393185;0.0203088938596779
-0.014200749405484513;0.02389605874857023;-0.005394709886255119;-0.012276668750515633;-0.013488108682294822;0.011340788454837738
-0.01449908573925019;0.022067305848615805;-0.007908595191269721;-0.01403787743145667;-0.012067963334222512;0.000561790330760249
-0.01425555889315527;0.019326161681646872;-0.009279661425878862;-0.01238640118949186;-0.008691003694267176;-0.008200370587387975
-0.01357949647581154;0.01626576295248121;-0.00902560036125112;-0.008115527041039624;-0.004180751250439152;-0.011599117535081605
-0.01253935251397649;0.013355204924005432;-0.007139518648110579;-0.0029109102179381966;0.0004267464261174239;-0.008268278097139188
-0.011222416264360576;0.010901599782952891;-0.004125353107865617;0.001384238726949296;0.004125669552624583;0.0005269428505488441
-0.009777639385564953;0.009088611033331794;-0.000842098870809648;0.0035722630293502223;0.006215346082177212;0.011445248141635623
-0.00840200459558204;0.008001333756372415;0.0018330195881456556;0.0035338677278088084;0.00651841558540557;0.02052714064461114
-0.00727779438928918;0.0076068381090807855;0.0033636748334243604;0.002097540162677652;0.005403906634364925;0.024794399141709927
-0.00650744119471771;0.007740770750112821;0.0037338573802789847;0.0005043055448897903;0.0035868291594066386;0.023256773135063136
-0.006088591826441552;0.008147980430399677;0.003368367954501653;-0.00019330783292796858;0.0018153863739960488;0.017008848227423597
