MU_1;MU_2
-1.629098773835968e-05;3.0261025294064325e-05
0.0007440764514464014;0.004408879930109481
0.0022987020318669853;0.0051869141618938585
0.003053162582538748;0.0036052227670984646
0.0025096061477765923;0.0025278913879510493
0.0030926859903925258;0.002329164104700549
0.005268976766850859;0.002117282848320126
0.005587992309751559;0.001954324818528269
0.0029883274007127337;0.0028035302724376656
0.0019311985731396003;0.0047922144937737185
0.005015546219467218;0.0057162936330619925
0.007640385946881279;0.0038495020123040574
0.005720030093728753;0.0021352308229747497
0.003149620280259546;0.004370180033858949
0.00430294081357723;0.007573344597752379
0.0056621210084945375;0.005275919532303943
0.003294372908578965;-0.0012144905155714893
0.0011832375160390463;-0.0029051624240138594
0.0035460463048385864;0.003104200798289731
0.006498989232365209;0.008059476775258432
0.005327129576338094;0.004573986189401215
0.0030249822718151943;-0.002829906810704066
0.004272154161268848;-0.006272336744895048
0.006559670973204701;-0.005070826539779529
0.004467952848437542;-0.002214075240781144
-0.001035519511063831;0.000762960015319178
-0.004210630470456804;0.0022739764320514632
-0.0027419502786851595;0.002224334051632022
0.0006263051044573397;0.003888071567999091
0.001684516210462225;0.007374628973266142
-0.0022719797744635063;0.0072973051382241635
-0.009003030387204111;0.0029659481092403498
-0.01138665254815686;0.0011551453718120206
-0.00624015972665923;0.0038850394531627693
-0.00022338119826800646;0.00540044862371553
-0.00033670810604739533;0.004442018070399208
-0.003341739524347769;0.00619320628971381
-0.0024765846847115526;0.010045799809713766
0.0012664244549789759;0.008909587091748526
0.0025390088792040513;0.0017608954401467985
0.0005634083356086951;-0.004839147065203088
-0.0016095666394007446;-0.006459276837335338
-0.0024340864206075295;-0.003407953817864222
-0.002613881502314164;0.0016390759573012216
-0.0026199421350159863;0.0034760267072326736
-0.001457339917333381;-0.0010232428885623638
0.0014010901738785175;-0.006589078360623163
0.0034908031212151414;-0.005945817230594931
0.0017121492640469545;-0.0012211636693915853
-0.002507705663692115;-0.0005829868501461535
-0.004187298800363716;-0.005465756312369993
-0.001413344815233301;-0.00914226485059903
0.002493523941022387;-0.007566589513005088
0.0038322525156826944;-0.004919427826678031
0.002697944151178807;-0.0061846550960956
0.0012077731639842733;-0.009230974997163013
-0.00030064685088129463;-0.008851850689841196
-0.002277536783602737;-0.004774317650560664
-0.0024858490715178516;-0.0001924868769743068
0.0013095233148463262;0.0029210730493620914
0.005914517534041113;0.0024884494009837156
0.006288994934855851;-0.0021278924324734457
0.0033619457621930785;-0.005097683126168686
0.0016492795740199592;-0.0015037479484511572
0.00120541328705541;0.0016729904701953732
-0.0012699582504245692;-0.003811428674379891
-0.0049149615047514045;-0.009971288820103768
-0.004700089704985155;-0.0030900333127313485
0.0003260112728145558;0.011829492303650001
0.003981750912355077;0.015913027328989394
0.0014024379504813042;0.00536539659769652
-0.00348856563652687;-0.003071842600714949
-0.0038833246556606114;0.0007992351316737795
-0.000200908030693137;0.006318397256225921
0.001670449342683888;0.002578743812034939
2.4290784966364945e-05;-0.0033760749728433542
-0.0011460760832840058;-0.0001804176023646101
0.0004756350351182729;0.008711718208689134
0.002259986441216478;0.01109855942256245
0.0010624769036569808;0.004055323155834796
-0.002765543451426559;-0.0033654533186728277
-0.0061023275967214815;-0.0031890398339807806
-0.006100646110003076;0.001994132814440781
-0.002835270823994272;0.004058843475967951
0.0006346510515747167;0.00039547734936755104
0.0015830036632398137;-0.0038968968555704517
0.0003972048622065655;-0.004134492901573451
-0.0010959687150188307;-0.002006092612005313
-0.0021354469261527587;-0.0017411391485139488
-0.002046603222471542;-0.0036534357070100634
-2.2794468742018046e-05;-0.004655912372621235
0.001999237566265028;-0.0031725024640795975
0.000624638170733903;-0.00028889802592378005
-0.003123911472433579;0.0022137935684946705
-0.004314760776394587;0.002430154410309796
-0.00144485481383636;-0.000745361171641059
0.0017225673849526498;-0.005012624887834081
0.0018765902738064502;-0.005636162209345783
-0.0002451359214008523;-0.001587770966141258
-0.0018762269176396667;0.00222146657370462
-0.0014687262356184163;0.0014851636457381538
0.0003384090326753462;-0.0025512147306545625
0.0021067214830896553;-0.006464539472296902
0.00264264407991411;-0.007818335488067358
0.0009731784076109604;-0.004839741607755496
-0.0019789172650932977;0.0006224263175906512
-0.003100463749066298;0.0018219792444671664
-0.0023031789908504238;-0.0034945717387355768
-0.003282625540530238;-0.006906579390519443
-0.004912214815835677;-0.0018144469539506183
-0.0016399905896057974;0.0043687651694382925
0.003722237167078934;0.0012848015619578944
0.0021289666200211194;-0.007349804407837558
-0.00395868411689332;-0.008764828771077088
-0.002639071219058245;-0.00027651003696372065
0.006154238445081007;0.00622209258543412
0.010378392149131725;0.001716946841366923
0.0066987811724629;-0.005216795034251547
0.0031379199211329315;-0.0008833280814009195
0.00297889890810348;0.009863287517837297
0.0024044553664828413;0.00891510295127136
0.0009378202341730677;-0.004703649728529637
0.001620839446521598;-0.011586395039527703
0.003995836559428848;-0.004245231544068344
0.004698365216653751;0.0033356568948814517
0.002522135672629059;0.004266946558111093
-0.0008870121845882284;0.006809107914670832
-0.0035724106830833935;0.009453233946238763
-0.004737418225254173;0.0015775510547587949
-0.004816518336079349;-0.008952685576873079
-0.005306265545266553;-0.004879247805049334
-0.007671360339022812;0.005590683672360905
-0.0105709647183667;0.0016545285781207992
-0.009334038133029753;-0.008899183695874063
-0.0018509032539494315;-0.0036858168134555197
0.006217448701479573;0.009353087240290594
0.007175356540516674;0.006375152414556023
0.0011898466273954566;-0.005419344270820085
-0.004857672828196138;-0.0010789982699345546
-0.007319830033884796;0.015053988052230386
-0.008504055846606311;0.018737298854808345
-0.009291913966063473;0.009202178651596867
-0.006076892117340915;0.0048638572313090475
0.0019038325698545995;0.008487208302099284
0.008068313302759133;0.009681260331313253
0.006548316821240767;0.009346818674909904
0.001680071736570462;0.013377992036899508
0.002750382927867381;0.015882890591982498
0.009474978311629773;0.01191258513005588
0.0119970685661672;0.009314784406387819
0.008135471166791256;0.01020073983803191
0.007884025086815039;0.004574159093342841
0.014435775821490202;-0.00580023710745545
0.015924470644302115;-0.007797070795698976
0.005926749117423954;-0.004882712302070703
-0.003170888923578179;-0.008571301448708327
0.0006748620403649956;-0.00998228119005479
0.010510261135040751;-0.0008156861929984993
0.012889602289889843;-0.0003921065703368728
0.006638480864766272;-0.01708230746303789
-0.0015105317380311573;-0.019257301987540328
-0.008066364442814816;0.00869728929076265
-0.010409270907887059;0.028318966139834475
-0.005462899852358493;0.010573572338987806
0.0020171964324702724;-0.014389410240897784
0.0019399508272601824;-0.013152397290310331
-0.006299260800347808;-0.002123373485875576
-0.012414017642149144;-0.005543063346876596
-0.009068932306036415;-0.010491579101605482
0.0012238328378075293;-0.001076842250838221
0.011518962321789387;0.006742658806508165
0.017125936208011075;-0.0017813652014117512
