1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
;;;;;9861.0;9133.0;10087.0;8934.0;10175.0;;9355.0;9022.0;;8788.0;;9983.0;8514.0;;9875.0;;9527.0;;8289.0;9633.0;9818.0;;;;9408.0;
;;;;;10012.0;9228.0;;9024.0;10206.0;;9452.0;9077.0;;8810.0;;10062.0;8556.0;;9988.0;;9549.0;;8326.0;9753.0;9838.0;;;;9503.0;
;;;;;10121.0;9268.0;;9103.0;;;9781.0;9113.0;;8864.0;;10132.0;8653.0;;10106.0;;9721.0;;8374.0;9826.0;9950.0;;;;9523.0;
;;;;;10228.0;9352.0;;9160.0;;;9883.0;9253.0;;8914.0;;10176.0;8747.0;;10203.0;;9842.0;;8400.0;9846.0;9991.0;;;;9625.0;
;;;;;;9378.0;;9229.0;;;9959.0;9465.0;;8969.0;;;8879.0;;;;9978.0;;8439.0;10083.0;10075.0;;;;9666.0;
;;;;;;9411.0;;9357.0;;;9991.0;9525.0;;9017.0;;;8984.0;;;;10228.0;;8670.0;10151.0;10143.0;;;;9734.0;
;;;;;;9456.0;;9439.0;;;10086.0;9587.0;;9115.0;;;9076.0;;;;;;8766.0;10184.0;10176.0;;;;9830.0;
;;;;;;9527.0;;9563.0;;;10122.0;9668.0;;9143.0;;;9107.0;;;;;;8856.0;;;;;;9897.0;
;;;;;;9581.0;;9878.0;;;10210.0;9697.0;;9213.0;;;9215.0;;;;;;8881.0;;;;;;9951.0;
;;;;;;9670.0;;10088.0;;;10234.0;9771.0;;9266.0;;;9245.0;;;;;;9002.0;;;;;;9987.0;
;;;;;;9717.0;;10114.0;;;;9948.0;;9348.0;;;9317.0;;;;;;9076.0;;;;;;10086.0;
;;;;;;9830.0;;10227.0;;;;10118.0;;9377.0;;;9337.0;;;;;;9106.0;;;;;;;
;;;;;;9995.0;;;;;;10172.0;;9456.0;;;9456.0;;;;;;9225.0;;;;;;;
;;;;;;10089.0;;;;;;10218.0;;9570.0;;;9778.0;;;;;;9319.0;;;;;;;
;;;;;;10194.0;;;;;;;;9666.0;;;9823.0;;;;;;9449.0;;;;;;;
;;;;;;;;;;;;;;9729.0;;;9849.0;;;;;;9552.0;;;;;;;
;;;;;;;;;;;;;;9889.0;;;9953.0;;;;;;9630.0;;;;;;;
;;;;;;;;;;;;;;9994.0;;;9991.0;;;;;;9721.0;;;;;;;
;;;;;;;;;;;;;;10168.0;;;10079.0;;;;;;9819.0;;;;;;;
;;;;;;;;;;;;;;;;;10110.0;;;;;;9849.0;;;;;;;
;;;;;;;;;;;;;;;;;10147.0;;;;;;9942.0;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;9979.0;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;10090.0;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;10156.0;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;10192.0;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;10237.0;;;;;;;
