1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
;;9245.0;9331.0;;6550.0;8087.0;9065.0;7342.0;8230.0;7438.0;6510.0;8303.0;7496.0;4976.0;8617.0;7425.0;7221.0;5834.0;9453.0;7484.0;6853.0;8700.0;9746.0;7217.0;7059.0;6108.0;;8801.0;;6517.0;7042.0;8670.0;6903.0;8556.0;8514.0;8684.0;9655.0
;;9375.0;9525.0;;6600.0;8160.0;9090.0;7367.0;8363.0;7467.0;6829.0;8417.0;7537.0;5090.0;8826.0;7455.0;7297.0;5901.0;9487.0;7522.0;6904.0;8756.0;9778.0;7304.0;7208.0;6190.0;;8965.0;;6551.0;7249.0;8742.0;7030.0;8637.0;8560.0;8779.0;9794.0
;;9531.0;9557.0;;6648.0;8305.0;9164.0;7619.0;8561.0;7496.0;6939.0;8507.0;7691.0;5162.0;8958.0;7575.0;7369.0;5952.0;9526.0;7590.0;6932.0;8943.0;9904.0;7373.0;7252.0;6261.0;;9053.0;;6653.0;7345.0;8894.0;7054.0;8738.0;8634.0;8810.0;9939.0
;;9653.0;9649.0;;6716.0;8381.0;9345.0;7687.0;8705.0;7531.0;7206.0;8762.0;7880.0;5223.0;8982.0;7692.0;7399.0;5993.0;9645.0;7690.0;7088.0;9060.0;10027.0;7406.0;7352.0;6283.0;;9100.0;;6729.0;7371.0;9020.0;7161.0;8968.0;8756.0;8938.0;10088.0
;;9790.0;9835.0;;6773.0;8413.0;9404.0;7764.0;8779.0;7575.0;7249.0;8831.0;7900.0;5324.0;9059.0;7786.0;7504.0;6052.0;9744.0;7902.0;7203.0;9153.0;10207.0;7440.0;7443.0;6403.0;;9238.0;;6927.0;7501.0;9111.0;7333.0;9073.0;8875.0;9000.0;10115.0
;;9934.0;10091.0;;6847.0;8522.0;9611.0;7921.0;8813.0;7719.0;7345.0;8900.0;8083.0;5420.0;9153.0;7927.0;7641.0;6083.0;9829.0;8016.0;7304.0;9196.0;;7512.0;7583.0;6427.0;;9427.0;;7050.0;7556.0;9204.0;7665.0;9125.0;8950.0;9200.0;10235.0
;;10099.0;10190.0;;6902.0;8728.0;9638.0;8004.0;8909.0;7904.0;7504.0;8944.0;8267.0;5496.0;9244.0;8024.0;7715.0;6259.0;9943.0;8296.0;7461.0;9478.0;;7571.0;7684.0;6503.0;;9563.0;;7187.0;7588.0;9375.0;7777.0;9200.0;9001.0;9223.0;
;;10205.0;10212.0;;7053.0;8807.0;9747.0;8375.0;8964.0;8025.0;7524.0;9057.0;8422.0;5519.0;9339.0;8406.0;7927.0;6375.0;10068.0;8403.0;7532.0;9573.0;;7638.0;7768.0;6594.0;;9631.0;;7250.0;7688.0;9448.0;7878.0;9307.0;9076.0;9304.0;
;;;;;7215.0;8998.0;9775.0;8516.0;9000.0;8133.0;7580.0;9101.0;8544.0;5588.0;9371.0;8426.0;8029.0;6408.0;10112.0;8824.0;7585.0;9779.0;;7916.0;7806.0;6647.0;;9742.0;;7283.0;7733.0;9544.0;7964.0;9427.0;9150.0;9325.0;
;;;;;7251.0;9057.0;10031.0;8560.0;9055.0;8169.0;7693.0;9147.0;8564.0;5645.0;9442.0;8560.0;8091.0;6516.0;10202.0;8894.0;7697.0;9905.0;;8005.0;7926.0;6696.0;;9820.0;;7328.0;7797.0;9745.0;8140.0;9538.0;9294.0;9396.0;
;;;;;7289.0;9083.0;;8601.0;9149.0;8252.0;7802.0;9470.0;8633.0;5750.0;9622.0;8667.0;8319.0;6608.0;;8972.0;7752.0;9948.0;;8095.0;8014.0;6729.0;;9914.0;;7390.0;7893.0;9906.0;8377.0;9627.0;9423.0;9427.0;
;;;;;7402.0;9230.0;;8771.0;9221.0;8287.0;7925.0;9532.0;8659.0;5877.0;9766.0;8783.0;8431.0;6679.0;;9123.0;7819.0;10153.0;;8318.0;8173.0;6827.0;;10096.0;;7480.0;7981.0;10000.0;8543.0;9741.0;9516.0;9480.0;
;;;;;7522.0;9535.0;;8822.0;9353.0;8365.0;8087.0;9558.0;8711.0;5897.0;9845.0;8811.0;8583.0;6798.0;;9253.0;7875.0;10224.0;;8423.0;8287.0;6896.0;;10177.0;;7534.0;8048.0;10078.0;8671.0;9817.0;9779.0;9526.0;
;;;;;7578.0;9656.0;;8952.0;9510.0;8391.0;8290.0;9840.0;8784.0;5952.0;9913.0;8878.0;8730.0;6831.0;;9322.0;7993.0;;;8518.0;8426.0;6926.0;;10213.0;;7567.0;8084.0;;8730.0;9913.0;10031.0;9603.0;
;;;;;7745.0;9922.0;;9067.0;9569.0;8503.0;8316.0;9931.0;8912.0;6045.0;10067.0;8909.0;8927.0;6939.0;;9347.0;8424.0;;;8570.0;8727.0;6950.0;;;;7777.0;8181.0;;8819.0;9999.0;10052.0;9627.0;
;;;;;7802.0;9948.0;;9097.0;9640.0;8577.0;8513.0;10099.0;8963.0;6112.0;10092.0;8986.0;8956.0;7084.0;;9411.0;8518.0;;;8606.0;8824.0;7026.0;;;;8385.0;8393.0;;8944.0;10119.0;10115.0;9737.0;
;;;;;7868.0;;;9119.0;9777.0;8668.0;8671.0;10161.0;9057.0;6168.0;;9151.0;9121.0;7154.0;;9666.0;8711.0;;;8719.0;8995.0;7075.0;;;;8556.0;8560.0;;9064.0;10179.0;10176.0;9809.0;
;;;;;7983.0;;;9168.0;9950.0;8688.0;8764.0;10201.0;9114.0;6269.0;;9204.0;9212.0;7197.0;;9780.0;8821.0;;;8918.0;9098.0;7120.0;;;;8784.0;8675.0;;9100.0;;10223.0;9909.0;
;;;;;8115.0;;;9239.0;10041.0;8959.0;8789.0;;9314.0;6391.0;;9310.0;9331.0;7390.0;;9933.0;9007.0;;;8996.0;9120.0;7206.0;;;;8814.0;8792.0;;9192.0;;;9983.0;
;;;;;8234.0;;;9643.0;10088.0;9054.0;8825.0;;9423.0;6442.0;;9334.0;9404.0;7486.0;;10043.0;9043.0;;;9156.0;9166.0;7305.0;;;;8903.0;8902.0;;9488.0;;;10049.0;
;;;;;8366.0;;;9667.0;10110.0;9111.0;8858.0;;9533.0;6492.0;;9445.0;9548.0;7523.0;;10089.0;9116.0;;;9257.0;9201.0;7354.0;;;;9000.0;8968.0;;9610.0;;;10176.0;
;;;;;8556.0;;;9781.0;10211.0;9147.0;8950.0;;9655.0;6515.0;;9538.0;9701.0;7710.0;;10210.0;9158.0;;;9326.0;9351.0;7533.0;;;;9072.0;9068.0;;9733.0;;;;
;;;;;8615.0;;;9804.0;;9195.0;8987.0;;9798.0;6656.0;;9696.0;9736.0;7732.0;;10233.0;9214.0;;;9438.0;9435.0;7568.0;;;;9209.0;9133.0;;9818.0;;;;
;;;;;8672.0;;;9832.0;;9239.0;9157.0;;9825.0;6701.0;;9837.0;9946.0;7887.0;;;9297.0;;;9669.0;9534.0;7630.0;;;;9281.0;9302.0;;9897.0;;;;
;;;;;8757.0;;;9949.0;;9341.0;9227.0;;9926.0;6784.0;;10100.0;10114.0;7923.0;;;9522.0;;;9859.0;9579.0;7720.0;;;;9340.0;9379.0;;9991.0;;;;
;;;;;8812.0;;;10058.0;;9511.0;9421.0;;10045.0;6846.0;;10210.0;10232.0;8038.0;;;9577.0;;;9953.0;9737.0;7872.0;;;;9435.0;9536.0;;10056.0;;;;
;;;;;8857.0;;;10086.0;;9739.0;9459.0;;10106.0;6909.0;;;;8084.0;;;9705.0;;;10030.0;9840.0;7959.0;;;;9528.0;9623.0;;10111.0;;;;
;;;;;8945.0;;;10108.0;;9835.0;9653.0;;10176.0;6944.0;;;;8104.0;;;9737.0;;;10110.0;9940.0;8161.0;;;;9606.0;9745.0;;10178.0;;;;
;;;;;9002.0;;;10210.0;;10048.0;9776.0;;10215.0;6980.0;;;;8126.0;;;9800.0;;;10224.0;10113.0;8213.0;;;;9637.0;9812.0;;10214.0;;;;
;;;;;9059.0;;;;;10168.0;9835.0;;;7038.0;;;;8169.0;;;9935.0;;;;10226.0;8379.0;;;;9658.0;9834.0;;10236.0;;;;
;;;;;9152.0;;;;;10227.0;9912.0;;;7060.0;;;;8300.0;;;9969.0;;;;;8412.0;;;;9813.0;9901.0;;;;;;
;;;;;9207.0;;;;;;10088.0;;;7097.0;;;;8402.0;;;10031.0;;;;;8470.0;;;;9897.0;10007.0;;;;;;
;;;;;9287.0;;;;;;;;;7164.0;;;;8588.0;;;10092.0;;;;;8514.0;;;;10062.0;10088.0;;;;;;
;;;;;9404.0;;;;;;;;;7202.0;;;;8681.0;;;;;;;;8539.0;;;;10107.0;10194.0;;;;;;
;;;;;9460.0;;;;;;;;;7299.0;;;;8766.0;;;;;;;;8569.0;;;;10172.0;10235.0;;;;;;
;;;;;9515.0;;;;;;;;;7352.0;;;;8787.0;;;;;;;;8638.0;;;;10211.0;;;;;;;
;;;;;9839.0;;;;;;;;;7398.0;;;;8936.0;;;;;;;;8680.0;;;;;;;;;;;
;;;;;10032.0;;;;;;;;;7447.0;;;;9063.0;;;;;;;;8706.0;;;;;;;;;;;
;;;;;10157.0;;;;;;;;;7501.0;;;;9155.0;;;;;;;;8779.0;;;;;;;;;;;
;;;;;;;;;;;;;;7522.0;;;;9237.0;;;;;;;;8819.0;;;;;;;;;;;
;;;;;;;;;;;;;;7584.0;;;;9325.0;;;;;;;;9039.0;;;;;;;;;;;
;;;;;;;;;;;;;;7696.0;;;;9346.0;;;;;;;;9076.0;;;;;;;;;;;
;;;;;;;;;;;;;;7756.0;;;;9412.0;;;;;;;;9157.0;;;;;;;;;;;
;;;;;;;;;;;;;;7875.0;;;;9542.0;;;;;;;;9303.0;;;;;;;;;;;
;;;;;;;;;;;;;;7931.0;;;;9646.0;;;;;;;;9549.0;;;;;;;;;;;
;;;;;;;;;;;;;;8087.0;;;;9774.0;;;;;;;;9641.0;;;;;;;;;;;
;;;;;;;;;;;;;;8125.0;;;;9928.0;;;;;;;;9791.0;;;;;;;;;;;
;;;;;;;;;;;;;;8171.0;;;;10041.0;;;;;;;;9813.0;;;;;;;;;;;
;;;;;;;;;;;;;;8234.0;;;;10229.0;;;;;;;;9905.0;;;;;;;;;;;
;;;;;;;;;;;;;;8290.0;;;;;;;;;;;;9930.0;;;;;;;;;;;
;;;;;;;;;;;;;;8428.0;;;;;;;;;;;;10103.0;;;;;;;;;;;
;;;;;;;;;;;;;;8563.0;;;;;;;;;;;;10168.0;;;;;;;;;;;
;;;;;;;;;;;;;;8671.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;8711.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;8757.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;8779.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;8827.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;8913.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;8984.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9120.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9148.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9194.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9334.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9399.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9454.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9544.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9577.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9652.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9698.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9750.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9790.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9837.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9857.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;9945.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;10033.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;10095.0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;10213.0;;;;;;;;;;;;;;;;;;;;;;;
