MU_1;MU_2;MU_3;MU_4
-0.005331318701560381;-0.0011930055623716048;-0.001571800016415485;0.0037418643369777705
-0.0036709204955044823;-0.0009003774070940982;-0.0008708581543206135;0.0027657545289462185
-0.0020614347306512184;-0.0006200939567955159;-0.00020538152009220864;0.0018202016911316836
-0.000500880732222221;-0.0003538294769075961;0.0004285060161968722;0.0009063441157725422
0.0010118872797158997;-0.00010235734234812218;0.0010336839187236524;2.4586921103749766e-05
0.0024774213571770484;0.00013445858501434855;0.0016121407356765832;-0.0008254952180433725
0.0038959135327525677;0.0003574122187641204;0.0021653105728528426;-0.001644923176953333
0.005267362492310701;0.0005676051745084873;0.0026944537755367198;-0.002434930641446702
0.006591655211792892;0.000766156005766437;0.003200924883441078;-0.003196627731025887
0.007868581329322862;0.0009540507939977805;0.0036862633826205715;-0.003930822126368528
0.00909781575585257;0.0011321302671386659;0.0041521347240607446;-0.004638004673587465
0.010278903025500243;0.0013011544998072606;0.004600198425653975;-0.005318436645565107
0.011411262576771632;0.0014618773369854657;0.0050319797075887044;-0.005972259084826775
0.012494217782450906;0.0016150861584290658;0.005448789242652642;-0.006599568416451532
0.013527040577685586;0.0017615959590322795;0.005851697774744097;-0.0072004409070670575
0.014509000368675942;0.0019022116697016659;0.006241547093461306;-0.007774919134373724
0.01543940870147556;0.0020376816502827477;0.006618972062328741;-0.008322986138255566
0.01631765627808609;0.0021686607363670058;0.006984415632630369;-0.008844549017146356
0.017143243140489997;0.0022956904941115876;0.007338131210900315;-0.009339441637563098
0.017915804687996046;0.0024191946012712888;0.007680176782204486;-0.009807444406457465
0.01863513580038453;0.0025394824119398876;0.008010409289966838;-0.01024831272777274
0.019301213797731868;0.002656753968024482;0.008328486431100941;-0.010661805473554919
0.01991421944738702;0.002771102868789055;0.008633878937343686;-0.011047708277496945
0.020474554434034824;0.0028825169167258128;0.008925892428579317;-0.011405850672522212
0.02098285374972631;0.0029908786040381526;0.009203695717691697;-0.01173611889362899
0.021439992039948785;0.003095967856250158;0.009466352251105183;-0.012038466884292167
0.021847083646126128;0.0031974685382705147;0.009712852442712054;-0.012312927203216495
0.022205476612377546;0.003294978938387456;0.00994214599628158;-0.01255962213688605
0.022516741170031582;0.0033880254760861607;0.010153174196099563;-0.012778774235967186
0.02278265323559632;0.0034760785091363473;0.010344902351092615;-0.012970715087032951
0.0230051733836829;0.0035585692422584877;0.010516352275829942;-0.01313589132534195
0.023186421698806775;0.0036349070809319713;0.010666634219985635;-0.013274867372661266
0.023328648924863558;0.0037044970700314452;0.0107949773068762;-0.01338832483434714
0.023434204420582846;0.003766757189540795;0.010900757441730193;-0.013477058755680211
0.023505501565936046;0.0038211352762756575;0.010983521777289664;-0.013541971032776398
0.023544981415778717;0.00386712530235167;0.011043009063344718;-0.013584061304717045
0.02355507553309546;0.003904282750765985;0.011079165438829289;-0.013604415709658991
0.023538169024605204;0.003932238886310014;0.01109215537857362;-0.01360419397001488
0.023496564810443456;0.003950713748023358;0.011082367576897735;-0.013584615289930872
0.023432450055748996;0.00395952758718982;0.011050415585946504;-0.013546943395103274
0.02334786547361935;0.003958610215935623;0.010997133093329387;-0.013492470702858297
0.023244677932927768;0.003948007428925764;0.010923563873082277;-0.01342250122914172
0.02312455659211838;0.003927883565162878;0.010830946676744538;-0.01333833172098254
0.022988952777232032;0.0038985196588595854;0.010720695590309706;-0.013241230956986661
0.02283908411137054;0.003860307581263873;0.010594376563463568;-0.013132418261349948
0.02267592389935515;0.0038137418249601478;0.010453680817183625;-0.013013043658779836
0.022500197176626553;0.0037594114485872444;0.010300395621294763;-0.012884172923123709
0.022312384707890195;0.0036979943360883794;0.010136372602277509;-0.012746780052914361
0.0221127352238568;0.003630253827127285;0.00996349352769947;-0.012601746932094024
0.02190128437571598;0.003557034383629804;0.009783633703020005;-0.012449865758713681
0.02167787696052042;0.0034792499428040143;0.009598623872804213;-0.012291836355446225
