MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10
-0.0008715009968869564;-0.004644805248280351;-0.009340518788438673;-0.0013753377877077206;0.002522252675726781;0.005145877577736553;-0.005696806869292188;0.0006088976339794777;0.010692089122828229;-0.006691127224965474
-0.0011840909948035551;-0.004051753708814535;-0.009754339380796596;-0.0006104884894939767;0.005299472133923367;0.002951206031680614;-0.005851358234789074;-0.002194000231661053;0.005946422083729536;-0.007807217173324552
-0.0014642300866961207;-0.003185730909527457;-0.010204707977165512;0.00040309534758374213;0.005999420139990718;-0.000328535229115424;-0.004872687580047729;-0.003932148187587648;-0.00035704901251023576;-0.006867912955200305
-0.0017169401686334585;-0.0020613021829135247;-0.010187587888574124;0.0014193678305087756;0.004049057709326195;-0.00363658525040004;-0.0029526983299446603;-0.0034391730818322877;-0.005926994482939287;-0.00439381270250542
-0.0019639983897631733;-0.0007283828431170292;-0.009266403283695051;0.0021668903723912553;-1.919913636712714e-05;-0.0059772706126757676;-0.0006997644464877339;-0.0006851635346897956;-0.009219121358144936;-0.0011045457498092934
-0.0022351450928693294;0.0007117023857566833;-0.007315535252926021;0.002363269533533668;-0.004748878568663076;-0.006816561752013022;0.001106043295678634;0.003291785599806787;-0.009678560279970381;0.0021963930722111377
-0.0025494929839068466;0.002118338181148819;-0.004589342825470305;0.0018037511534501084;-0.008442551347637774;-0.006181171576590856;0.0018793243582560769;0.0069965707177209084;-0.007495308708349105;0.00459378033610719
-0.0028886532319712084;0.0033457431916662597;-0.001620275042921519;0.0004988150679279181;-0.009955498393330098;-0.004486562526275426;0.0014901321296224234;0.009193475659427285;-0.0033482096627885107;0.005150179163381383
-0.0031750451737624186;0.00428663475511888;0.0009619679684283952;-0.00125627362616279;-0.009165390362571541;-0.0022727427500166156;0.00030541915745343167;0.009338663842217348;0.001736002151557363;0.0032600550659222334
-0.003279027274132824;0.004913002888122875;0.002611714921344981;-0.0029577206489756072;-0.006936145938611502;-2.793313134310867e-05;-0.0009735476211776812;0.007603372431548799;0.006582484009993137;-0.0008842375659037357
-0.0030673063194393527;0.005295766867501759;0.0030178302342524933;-0.004074477729585681;-0.004674589462757179;0.0018379672948950724;-0.001610295182806128;0.004620863364156644;0.010163319267452224;-0.006073998464099419
