MU_1;MU_2
-0.0010762378481337905;-0.0019416884521585296
-0.0067892149827899345;0.00520599355184409
-0.011156736064626801;0.011607005091283686
-0.013573683046169401;0.016536577084046936
-0.014352057133865852;0.019546425687980918
-0.014303302923845709;0.020786695669457664
-0.014119510618582678;0.02102030030925035
-0.014018060594560289;0.021171596455511067
-0.013825480955195249;0.0217255774842087
-0.013334323673923756;0.02246500000673542
-0.01260409422818103;0.02271599350208141
-0.011968519319003683;0.021844885689141686
-0.01177142474068832;0.01963408589267932
-0.01207408440355788;0.01636052746300017
-0.012580951945107841;0.01262831960860943
-0.012838221372384296;0.009112464940540268
-0.012550569165988573;0.006368606308871705
-0.011781102136364578;0.004784669928531168
-0.010879863644363634;0.004630982415643003
-0.010191649079214257;0.006080847854957631
-0.009790331321157772;0.009087429590076038
-0.009473459610488837;0.013133229637012512
-0.009009544060707461;0.01706187125396082
-0.008407168674798803;0.019297883505634106
-0.007976457591409353;0.018557762095293546
-0.008126037911002412;0.01467825124525723
-0.00901922720172455;0.008883401599115168
-0.010316909227803192;0.0031462565360251696
-0.011223341582095057;-0.0009392560086517363
-0.0108838762719648;-0.002936852344182947
-0.008920742845970294;-0.0034825992414056553
-0.005742236254485123;-0.003546572832956693
-0.002387043526628279;-0.0037044328264482502
1.2094749701862962e-05;-0.003912291122011197
0.0008051312319202014;-0.0037560990867430586
9.63845535040824e-05;-0.0028286287505189522
-0.0014157516826558253;-0.0009802141775765855
-0.002876063244923994;0.0015811238349464193
-0.0036795527610629457;0.004288107546951454
-0.0036345618316799295;0.0063237380164056925
-0.002900871031975159;0.00688940634181448
-0.0018461107638309724;0.005576821911134984
-0.0009056639109519675;0.002619740969600941
-0.0004469084238929775;-0.0011963417138283925
-0.0006393026937075703;-0.004908417886763447
-0.0013697548478887828;-0.007720855540019501
-0.00225924936067015;-0.009122192491978577
-0.0028172889312945513;-0.008883981844033368
-0.0026955323933371502;-0.007111694186913502
-0.001899658710959821;-0.0043054873650727075
-0.0008012933447344388;-0.0012678131603676619
8.027875291520707e-05;0.0011778704640498811
0.0003830546421450395;0.002517063885713041
8.7141216326468e-05;0.0027479442774569684
-0.0005286499503384381;0.002357856539347294
-0.0010988676255844754;0.0020617248532610512
-0.0013921954514533395;0.0023982152831193283
-0.0014015124465499237;0.0033969157506874154
-0.001263924918040529;0.004551037789809951
-0.0010855227153923534;0.005160283636090654
-0.0008108948990223058;0.004825087803253005
-0.00024703745831074745;0.003722475019334468
0.0007619212636606359;0.0024587494066654497
0.0021329179904193392;0.0016472190133801593
0.0034799271017575406;0.001557899045610502
0.004273475868875687;0.0020597763040132236
0.004148018395620419;0.0028001750503308014
0.003151252250694577;0.0034251404409734467
0.001752697062703935;0.0037281019440758823
0.0006087954245573701;0.003758209245045025
0.00025116455277917563;0.003908560598018264
0.0008656807360200625;0.004857126027451142
0.002218515033751218;0.007221954728196626
0.0037192439991832428;0.011039254733667757
0.0046149922248917815;0.015414938037291994
0.004294235765618875;0.01865295245872513
0.0026016678703419276;0.018887663515433247
-1.657630920220861e-05;0.014976316517260328
-0.0026819241322209;0.007248602303710359
-0.004503671297123034;-0.0023156135105638414
-0.004977540325162532;-0.01072738331421769
-0.004118343608166435;-0.015281920130365861
-0.002321913760626045;-0.014889881227909964
-0.0001235143294379245;-0.010689287573981793
0.002008131817420817;-0.005531022593010907
0.003787617609467605;-0.0025801195087177234
0.0051111508018521525;-0.0037476303155226836
0.005947286044146438;-0.00867984219754402
0.006237824519574742;-0.014742467236685786
0.005945951988755;-0.018084534309124153
0.005199078367293797;-0.015454208558500498
0.004290066591276993;-0.0060034056159111535
0.0034362317782535676;0.00786240164866284
0.00252912013821679;0.02121243260481897
0.0011761251735332814;0.028746672765944007
-0.0009792601461680523;0.02735988214948489
-0.003959656010911686;0.017695842293069038
-0.007419246532092961;0.0037656725375628604
-0.010858162091167703;-0.009121778351668398
-0.013897062539920008;-0.016823201762510172
-0.0163952713839398;-0.017804739330112042
-0.018321912498484298;-0.013046725271107645
-0.019546599361514632;-0.00499249369474698
-0.019845664082919698;0.003521249239991395
-0.0191730790442939;0.009930226435451507
-0.017861803777449885;0.01241119066858741
-0.01642662594543115;0.010409685547138076
-0.015111117828852749;0.00504403626136632
-0.01368333120806916;-0.0011002196174728588
-0.011726322158177021;-0.0050368151507487685
-0.00908650121137139;-0.00495408374471486
-0.005987816916150379;-0.0014393646429673652
-0.0027611341877496285;0.0025244954694522035
0.0004345332643077791;0.003065769242954809
0.0036078621472203113;-0.0022469476238651917
0.0067379485108156585;-0.012609067016052205
0.009640136624600868;-0.023892423376612137
0.011995036278689475;-0.03046439849207007
0.013470945861009151;-0.02801466267824403
0.013875942957717892;-0.015915468156967726
0.013311422144369938;0.002167561131348791
0.012234764401891404;0.019834721511995165
0.01131915911619949;0.030947548509138435
0.011163165796237138;0.03247337334723455
0.012072026343078775;0.02559987444117604
0.014050662948329311;0.01455248563261646
0.016917053872930007;0.003990654163474814
0.02038281927956378;-0.0032998855568319363
0.024084124317896017;-0.007102508712220935
0.027618935072321417;-0.008817687946281426
0.030562694858381347;-0.009930196144933024
0.032390770965401425;-0.011082516827283149
0.03238038260784853;-0.012185011641961866
0.029734851990443588;-0.013092061777139613
0.024065476590336095;-0.014007286153123357
0.015974303186222658;-0.015182063006248454
0.0072145710700547904;-0.016282086673143542
0.00012677523632713509;-0.01624201302189926
-0.003385233859880205;-0.013999593306057375
-0.0026870778664078387;-0.00956561826799912
0.001431095588125056;-0.004406174028903399
0.007234938875183758;-0.000639472608017185
0.012756383176324264;0.00040137212704715057
0.016380771551648732;-0.0008940843187493022
0.01719320309789209;-0.0027354938217573283
0.015101078179676132;-0.0032808361407906353
0.01075567406327934;-0.0019500606215450693
0.005284188420367103;0.0003366982464617283
