MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10;MU_11;MU_12;MU_13;MU_14
-0.001068750602068612;-0.004953579948400969;0.0036555883868371946;-0.005515537337545629;-0.003008906476938217;-0.010898385774097633;-0.0033630733868427903;0.007603883062133626;-0.008417601912733372;0.01173478822826179;0.007619536384069979;0.007125601848650603;0.0029275048091461976;0.0027419464941805067
-0.001118016615839276;-0.005053430807410393;0.003539403123766866;-0.0055080404167755495;-0.0029572977316599403;-0.010674161099869017;-0.0033135667450289456;0.007413914392789847;-0.008309603347742864;0.01158817991249385;0.007450350851726734;0.007056316088288624;0.002802171477824379;0.002648040061345369
-0.0011679314083739825;-0.005136112786743249;0.003427027173669331;-0.005500486164809026;-0.002904914917786418;-0.010435281822942124;-0.0032606751910515108;0.007219194471662382;-0.0082069976621442;0.011435141536272649;0.007285700239407743;0.006978243688548448;0.0026779902200063017;0.0025544179837638076
-0.0012176958733328468;-0.005198272935387393;0.0033197121806975267;-0.00549090408690503;-0.0028520284916288955;-0.010183779468410955;-0.003204486857919764;0.007022263075958074;-0.008109256535994529;0.011275518918663702;0.007126887270951896;0.006891216316632665;0.0025561554845993607;0.0024622650605356485
-0.0012664961501340864;-0.005236942976172196;0.0032185372846601362;-0.0054772809123890785;-0.0027988422455447735;-0.00992175344954724;-0.003145100819166017;0.006825599829788958;-0.008015514107013491;0.011109165039272232;0.0069749041110646354;0.006795097006557992;0.00243778984244426;0.0023726419683366283
-0.0013135321929713501;-0.005249615260197755;0.0031243575812646977;-0.0054575457524432235;-0.0027455514929994045;-0.009651409900545456;-0.003082604955892282;0.006631479531921495;-0.007924496707616495;0.01093589004695025;0.006830383135815626;0.00668981589917864;0.0023242325420667;0.002286745526098664
-0.0013580507761449126;-0.005234310858784008;0.003037746862580703;-0.00542953852502615;-0.0026924157108750126;-0.009375118125467024;-0.0030170567013938013;0.00644182314234466;-0.007834506827990747;0.01075535586276322;0.006693569309855451;0.006575446134336493;0.002217273556850536;0.0022061745635449668
-0.0013993748187611371;-0.005189637242088543;0.0029589584319413293;-0.005391013699218463;-0.002639798425294494;-0.009095424809903142;-0.002948483899650203;0.006258116612653443;-0.0077435302520468385;0.010566969620721942;0.0065643379232111524;0.006452295637139305;0.0021191028318925504;0.0021329874436425253
-0.0014369181150959158;-0.0051148312701633225;0.0028879336108436145;-0.005339739965626004;-0.0025881209177896504;-0.008814956712954793;-0.0028769193295081355;0.006081469453768564;-0.007649494578816255;0.010369867446853418;0.0064422689148257595;0.00632096135161512;0.0020318042781187927;0.0020693514769938776
-0.0014701776003010645;-0.005009782416743955;0.002824375810269898;-0.005273725353906755;-0.0025377051628919112;-0.008536178310775312;-0.0028024664194290973;0.0059128326635003335;-0.007550618721418516;0.010163074513346115;0.006326760218744452;0.006182283151208223;0.0019564481438542917;0.0020167544327761694
