MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7
-8.295976477066456e-06;1.2689710666223165e-05;-0.00010263168397037044;-8.555135923092265e-05;0.00011649026852660776;-0.00034955830535792577;-0.0007937601695952592
0.00015857446635933917;-9.19830115400601e-05;-9.853263710830784e-05;-9.53981403420911e-05;0.0001317097188337704;-9.631763473017369e-05;-0.0008801141432769907
0.00030545801690701706;-0.00018945481281170586;-9.06802558351905e-05;-0.00010486436310239879;0.00014114326393516679;0.00014321125635054162;-0.0009361183337392745
0.000416702146150306;-0.0002711110041538743;-7.905355020213845e-05;-0.00011411185428364756;0.00014298965819164197;0.00035097304186095825;-0.0009518012443413821
0.0004820474645356543;-0.00033106809023832875;-6.378858243954282e-05;-0.00012317631674234173;0.00013619692062550115;0.000514303225479603;-0.0009212892996713274
0.0004980646938955459;-0.00036693416080877154;-4.5192552656466716e-05;-0.00013193283101024393;0.00012063691782413062;0.0006274473476808813;-0.0008437753279189832
0.0004683785052994569;-0.0003799388274648484;-2.3739189024248173e-05;-0.00014009464629413475;9.712683012220256e-05;0.0006918422552189797;-0.0007236384142197007
0.00040266943684465846;-0.0003744278260496796;-4.549175052455984e-08;-0.00014724538493505104;6.729654714909349e-05;0.0007151492273065146;-0.0005697098276655293
0.0003146774504868143;-0.0003568384366936277;2.5166849445797088e-05;-0.00015289829407777144;3.333007666767538e-05;0.0007092661934598653;-0.00039384090940332674
0.00021961554047690966;-0.0003343681679552812;5.1119439377499834e-05;-0.00015657102014028822;-2.367844415991197e-06;0.0006877352095559006;-0.0002090570597518315
0.00013150265071847422;-0.00031360167970498223;7.702720620894038e-05;-0.00015786157984596852;-3.751613210180608e-05;0.0006630644607712536;-2.76519723657069e-05
6.092266321344039e-05;-0.00029935961138768843;0.00010214313002455848;-0.00015651129650401857;-7.024921466923334e-05;0.0006444815748860937;0.00014042537041337422
1.3612712519708966e-05;-0.00029397904826348494;0.00012579174893772414;-0.00015244339533258136;-9.930575567897598e-05;0.0006365293333293509;0.0002886100888041292
-9.897394013177791e-06;-0.0002971408092091618;0.00014738803498903387;-0.0001457710624528692;-0.0001240862673208851;0.0006387295125028944;0.0004140320596142685
-1.359377301707679e-05;-0.00030624365415674455;0.0001664413024050756;-0.00013677498661434465;-0.00014457920918782967;0.0006463149587967135;0.0005170957907981526
-4.448487008343871e-06;-0.0003172138809498234;0.0001825467965508793;-0.0001258564310117035;-0.000161181916689645;0.0006518111543744341;0.0006004760062018138
9.572050869151753e-06;-0.0003255535968082151;0.00019536989962188754;-0.0001134764881195134;-0.00017446312713283437;0.0006470815533696938;0.0006677888354095115
2.150352733995969e-05;-0.0003273894089805136;0.00020462902042843033;-0.00010009442792935174;-0.00018492384928902426;0.0006253695919556207;0.0007222539059128027
2.6947270877781866e-05;-0.0003202932271213587;0.00021008299867006185;-8.611753560394306e-05;-0.000192810973986761;0.0005828898872152365;0.0007656495978215042
2.487505919759862e-05;-0.0003037052499732394;0.0002115273326403513;-7.187171493616535e-05;-0.00019802408169562486;0.0005196357394482086;0.0007977863055607402
1.752888813130296e-05;-0.0002788828061343377;0.0002088010818131581;-5.759711663166137e-05;-0.00020013353031303943;0.00043925372258670766;0.0008165983249690585
9.477119651826573e-06;-0.0002484070139757091;0.00020180345177409336;-4.34672397529868e-05;-0.00019850201869477907;0.0003480486330674696;0.0008188112334425169
6.0793066783804155e-06;-0.0002153787498252019;0.00019051646267947758;-2.962461037951685e-05;-0.00019247803892048288;0.0002533773315002444;0.0008010095637102622
1.17448806898673e-05;-0.00018250471727800235;0.00017502830483685092;-1.6222419579802524e-05;-0.0001816130877577938;0.00016182599074732778;0.0007608377030233301
2.841722354816641e-05;-0.00015129860713651317;0.00015555139078350124;-3.460202271060097e-06;-0.00016584877280240103;7.76127585927534e-05;0.0006980350715376746
5.466446778374235e-05;-0.00012159624550591432;0.00013242986143963996;8.396962404867517e-06;-0.00014562625784379527;1.6066801720085242e-06;0.0006150416325840587
8.562243289404498e-05;-9.151286061136023e-05;0.00010613324593925598;1.9022455062085482e-05;-0.00012188750165080744;-6.878510037154228e-05;0.0005170041972356443
0.00011384264003905443;-5.78703656748232e-05;7.72356998489882e-05;2.8056674415926524e-05;-9.596180976727586e-05;-0.00013880647008175266;0.0004111475635085485
0.00013089087237364445;-1.701446042057174e-05;4.638317138528557e-05;3.515569827442103e-05;-6.935716164244779e-05;-0.00021477444677687717;0.0003056185222766429
0.00012936421573771204;3.415113814198202e-05;1.4253349363078517e-05;4.005063944325597e-05;-4.349797475406491e-05;-0.0003020723359577053;0.00020803397442949626
0.00010488583060362478;9.714257937279248e-05;-1.8485200081404163e-05;4.2605281464699004e-05;-1.9464551635640164e-05;-0.00040316309414252554;0.0001240398175112357
5.762161269554919e-05;0.00017112292537916122;-5.1208054270060805e-05;4.285919236261641e-05;2.2086412599157787e-06;-0.0005160874888371292;5.619779773925889e-05
