MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10;MU_11
-0.0004174641264538482;9.974406900740969e-06;-0.0001666467751139293;0.0006326100759131893;-0.00043976811787977614;7.815286628945032e-05;0.001652388177570672;-0.0008630554031212847;-0.00031118079896916815;0.000389757256306822;-0.0001791000948244175
-0.0006127172968367918;-0.00010714958829175894;-7.482016793971468e-05;0.0005694843150261127;-0.0009858818020439795;0.0011349224330319844;-0.001614668208945208;-0.0015837076167962533;-0.00029850128172935513;0.0004138914953557489;4.145127996623386e-05
-0.0007784796947926489;-0.00020888174370929826;1.6268199645321604e-05;0.0005086384519473405;-0.0014583874202125384;0.0020755051787878552;-0.004521736583041125;-0.0022147244628158975;-0.0002711696428500542;0.00043117973830369716;0.00023231619889937634
-0.0009010873987483297;-0.0002858483420485606;0.00010181049231609287;0.0004611809371213853;-0.0018073893385758325;0.002807343494980466;-0.0067616033107520115;-0.002696224568760144;-0.00022415321817643587;0.0004378419638217126;0.0003720110315962877
-0.0009713943112679268;-0.0003317626513064206;0.000178155481638224;0.00043426024202699253;-0.0020002742292103935;0.0032688598982021757;-0.008131309345875668;-0.002988495342380834;-0.00015500672320151415;0.00043166594635787723;0.0004465495049546585
-0.0009859133545022897;-0.00034423365404213555;0.00024316532107939576;0.00042994248823750413;-0.0020262611970606244;0.003437767563618418;-0.00856021602340813;-0.00307731389422067;-6.448584568474165e-05;0.00041240546230075006;0.0004514256616059975
-0.0009470126738723941;-0.00032490313141546535;0.00029629854784235624;0.0004450487803275208;-0.0018971153561450444;0.0033324275777005157;-0.008114489414735793;-0.002974815700756099;4.340307742833508e-05;0.0003818278194749896;0.0003919208065038177
-0.0008621586896043067;-0.0002789053647318193;0.0003384163352184904;0.00047195964313231367;-0.0016439937368119483;0.0030061949935336926;-0.006977809695697157;-0.0027158739195112117;0.00016192057630731515;0.00034340827989183715;0.00028172097242164874
-0.000742377877866948;-0.000213772248184278;0.00037136178657535895;0.0005002081569725142;-0.0013111283858467993;0.002536031045288194;-0.005412644431317678;-0.002350805759229219;0.0002825738955492012;0.00030173633210549603;0.00014015319525939978
-0.0006002523616323159;-0.0001380088215602702;0.00039740403149578354;0.0005185357043121764;-0.0009476367341018936;0.002007720564459687;-0.0037100283604009393;-0.0019359009562840677;0.00039636836115947914;0.0002617523285170326;-1.1395262430205537e-05
-0.0004478425412638343;-5.96199765131307e-05;0.00041866178022705996;0.0005170038583433766;-0.0005990682909813701;0.0015006123430081077;-0.0021377561480414742;-0.001523637418009411;0.0004950926559786813;0.00022796217778107267;-0.00015317117574136828
-0.00029492842229150295;1.5132114321604753e-05;0.00043662051136529107;0.0004887580264331515;-0.00030028946878998456;0.0010747869796569004;-0.000896848954112451;-0.0011544408346994002;0.0005724015678100141;0.00020377706685258189;-0.0002701627709833311
-0.00014788175907255908;8.25171899847565e-05;0.00045183412407555677;0.000431121182293957;-7.09820675412148e-05;0.0007629647316107655;-9.414504502459623e-05;-0.0008514669233115666;0.0006245078505224443;0.00019109525312529594;-0.00035406266785558235
-9.341301912400026e-06;0.00014155001776805572;0.000463860864298514;0.00034584108692839764;8.554202719890947e-05;0.0005684263025863897;0.0002646654123215883;-0.0006192207917655412;0.0006503792048473164;0.00019019042597534093;-0.0004037793013496364
0.00012130691058710367;0.0001936264812484656;0.0004714333686557697;0.00023849099606360887;0.0001802051844928509;0.00046895346678655226;0.0002615400182968219;-0.00044601902384998614;0.0006514391087024805;0.000199907163845379;-0.0004244949136108219
0.00024680750661196883;0.00024169976788064655;0.0004728142090165366;0.0001171951218827326;0.00023337949273706098;0.00042556848852590736;3.62662972678044e-05;-0.000309515514357244;0.0006308698895930081;0.00021810195212579726;-0.000425564155800372
0.0003705613550942154;0.0002892038820504955;0.0004662513597982435;-9.019176306384849e-06;0.0002686419717123956;0.0003939142628052006;-0.00025234390669824695;-0.00018391338995548114;0.0005926925392196309;0.00024222084468731946;-0.0004177731818851843
0.0004951496279018572;0.00033897566256608645;0.00045043001319549833;-0.00013187665629151507;0.00030651032377629334;0.0003356597826127663;-0.0004653649681678239;-4.7193155795239875e-05;0.0005408350286048462;0.0002698816840000333;-0.0004105893831598015
0.0006211925412282157;0.0003924160132332951;0.00042482155845245705;-0.0002451661303728293;0.00035954031344680946;0.0002274241069145099;-0.0005142582011612462;0.0001132434095651087;0.0004783922944971558;0.0002993341952057849;-0.0004100058438600338
0.0007467926327954388;0.00044906939026912536;0.00038985600272150906;-0.0003454475308445951;0.00042981275781449763;6.535292783345538e-05;-0.00037662341634171726;0.00029770458180695345;0.00040722935592085724;0.000329703553229288;-0.0004174302899911099
0.0008676740063654597;0.000506701708530786;0.00034688490872314913;-0.00043203575655726984;0.0005092716225285453;-0.0001354900968090299;-9.435173898592801e-05;0.000494649361824669;0.000327995948629907;0.00036097486033291284;-0.0004298207246379414
0.0009779688350817124;0.0005618424161711343;0.00029794912082651935;-0.0005063086838250439;0.000582719208371051;-0.0003465654783011466;0.00024463157539519897;0.0006842115530774569;0.0002405249171065511;0.0003937359767195982;-0.0004409834150948443
0.0010714552960587116;0.0006106513515899863;0.0002454089101069418;-0.0005705390497019021;0.0006326720658027598;-0.0005346885843595035;0.0005361344229165162;0.0008438828799008639;0.00014449828537184138;0.0004287512735441315;-0.00044368549994544
0.0011429487261536881;0.0006498977830767056;0.0001915243207260888;-0.0006265560035437947;0.0006448620288423018;-0.0006720429546127474;0.000693491383904631;0.0009549445532600452;4.020351328058482e-05;0.00046647723740560844;-0.0004320509969868469
0.001189512164887482;0.0006778134762954825;0.00013808394899600122;-0.0006745792083663471;0.0006130207911989552;-0.0007449050556076441;0.0006769983911331761;0.001008067212967854;-7.081883722657477e-05;0.0005066441634085304;-0.00040364484196532373
0.0012111912492134003;0.0006946092344461188;8.616889929964292e-05;-0.0007125285240848447;0.0005417451151385989;-0.0007588967092511057;0.0005115783606067997;0.0010066829036399234;-0.0001854113944577157;0.0005480135843801575;-0.00036071863436705633
0.001211083364546452;0.0007025192286850619;3.6107770142700194e-05;-0.0007360041180782081;0.00044666900189545294;-0.0007393598058115239;0.00028790958366265557;0.0009672303012702191;-0.0002988325467274779;0.0005883817335019528;-0.00031027932607035437
0.001194699543279834;0.0007053435493733592;-1.2365019032386482e-05;-0.0007389785998723631;0.00035177661954949;-0.0007265498903831612;0.00014598983724021638;0.0009160789652361969;-0.00040520847208475177;0.0006248437254434888;-0.0002629080049090829
0.001168737882584223;0.0007075739412816711;-5.978193208051673e-05;-0.0007150775198084707;0.00028434445303303336;-0.0007665331534796735;0.0002441428142854987;0.0008836980852013625;-0.0004983317917798151;0.0006542732791265573;-0.00023054293051636207
0.0011395245358147377;0.0007132858190487491;-0.00010652007084023783;-0.0006591831406975716;0.0002685610101580272;-0.000899687633463216;0.0007199245160505864;0.0008972852763693932;-0.0005726518427529271;0.0006739216982887477;-0.000223686716225182
0.0011114625118271294;0.0007250397969867685;-0.00015238200035875855;-0.0005690098525974956;0.0003192147064836729;-0.0011493310328780696;0.0016514975771845057;0.0009734686649714962;-0.0006242511764461191;0.0006820086424420095;-0.0002486477304363219
0.0010858404618716898;0.0007430443403902412;-0.0001962808330940052;-0.0004462876500294776;0.0004368878007200748;-0.001513083507042272;0.003028331530145117;0.001112750414452788;-0.0006515956251619429;0.0006781729666885323;-0.00030544587150841687
0.001060289325334044;0.0007647848321332702;-0.00023611236794170355;-0.0002972568498685901;0.0006058309734202163;-0.001959095548287009;0.004738459366461082;0.0012970535712490349;-0.0006558835451692734;0.0006636759104718398;-0.00038689575105206164
0.0010290462590043512;0.0007852320764958874;-0.0002688608434330696;-0.00013231021452101227;0.0007951693762504035;-0.002428319317612096;0.006576284103508412;0.0014911247976771489;-0.0006408966061263565;0.0006412965872315751;-0.00047914838438738817
0.0009840186195388197;0.0007976237832767201;-0.0002909379571391282;3.520878393675536e-05;0.0009634121648091055;-0.0028427682212475085;0.008270736914801438;0.0016477563986574068;-0.000612354645086972;0.0006149215500322007;-0.0005636733366489784
0.0009164704089892999;0.0007946908555294024;-0.0002987062445426602;0.0001908661360988728;0.0010655428150895742;-0.0031184477667629182;0.009529304945318262;0.001715984995836961;-0.0005768803996179441;0.00058889370182844;-0.000620359813257868
0.0008190154731576457;0.0007701022547493077;-0.0002890968439400808;0.00032132670989684235;0.0010614011850644078;-0.0031806139328978003;0.010089967910910519;0.0016507700914591846;-0.0005407649623562514;0.0005672380574617627;-0.0006311719768386538
0.0006875256415437965;0.0007198490408323325;-0.00026020596548198414;0.0004164637691142362;0.0009237501766806374;-0.002978441756018628;0.009771147977320116;0.0014222928742663112;-0.0005087731458632192;0.0005529119771251487;-0.0005836626667220839
0.0005225650423401202;0.0006432915873840932;-0.00021174970443177247;0.00047098150534905767;0.0006444208651248023;-0.0024961945166622674;0.008509815635491004;0.0010230241583820167;-0.0004832280481065151;0.0005472287232602777;-0.0004736581612887896
0.00033004455949768157;0.0005436534521433649;-0.0001452760374889105;0.0004852287980439643;0.00023725719415726218;-0.0017585829907886118;0.006379930397741756;0.0004710942237766468;-0.00046356399894553193;0.000549574201798101;-0.0003065719023116726
0.0001209364138104537;0.00042784837030910466;-6.407520078183097e-05;0.0004650346120247747;-0.0002628242827526251;-0.0008290834612547592;0.003587042945736843;-0.00019081698682445056;-0.0004464455757294151;0.000557482054428977;-9.705593299457652e-05
-8.993174500349277e-05;0.00030565183205554436;2.7210163302921724e-05;0.000420583619877813;-0.0008045974672104381;0.00019866921730691994;0.00043942531586164507;-0.000900999097523645;-0.00042643616588084593;0.0005670618161867591;0.00013299579711021516
-0.00028580776703464436;0.00018835058955148307;0.00012320662819495902;0.000364535838698372;-0.0013283007218420704;0.001214951780803158;-0.0026993776664683373;-0.0015877215011244235;-0.0003970877607442006;0.000573702680229789;0.00035777586383599667
-0.0004503379538515868;8.70994339029369e-05;0.00021853730512032352;0.0003097379537474571;-0.0017750117588894866;0.0021109553879161726;-0.00546807490351454;-0.0021801397613102308;-0.00035224019535146024;0.0005729173370150602;0.0005516598959607624
-0.0005698760083829745;1.1268901640840805e-05;0.0003084995742286638;0.00026694767608010007;-0.0020958945731171953;0.0027956191427757847;-0.007564765451645673;-0.00261913218814475;-0.00028728254454095186;0.0005611606705485208;0.0006933534040498569
-0.0006353750228348039;-3.292672105081878e-05;0.00038955228616423124;0.00024298317698145448;-0.0022596221404283436;0.0032092372488933167;-0.008793281941152522;-0.002866106547360379;-0.00020014875718857986;0.0005364656062272049;0.0007693332457304966
-0.0006435349547849428;-4.3273921765867326e-05;0.00045953230555411485;0.00023962310305365053;-0.0022566584304462714;0.003331432901796472;-0.009090422295167188;-0.002908198846455811;-9.188481595655776e-05;0.0004987827335837031;0.000775918318647887
-0.0005970098057635765;-2.171452059408463e-05;0.0005176110020177494;0.0002534403369289102;-0.0020997260449630716;0.003182206464668628;-0.008529442118295968;-0.0027589715930221937;3.3286837104640135e-05;0.0004499800711913475;0.0007195254493950858
-0.0005036440079192908;2.6233055486218838e-05;0.0005640858871093149;0.00027658444876323476;-0.001820543133118061;0.00281610427585429;-0.0072997508675797925;-0.002454578643269625;0.00016839560297295475;0.0003935338401945804;0.0006150082333996103
-0.0003748816244882987;9.268705612026004e-05;0.0006001368860570231;0.0002983632937179567;-0.0014636095363079848;0.002310835417257677;-0.005667305449149627;-0.0020462347433165056;0.0003045734688405319;0.0003339967700654822;0.00048240022017302246
-0.00022365029900050707;0.00016900628695278784;0.0006276311009454975;0.00030733620035404364;-0.001078304488709125;0.001752631160930284;-0.00392382432907454;-0.0015905401031707912;0.00043222316788015463;0.0002763505133440603;0.00034280641112900386
-6.213876212433236e-05;0.0002474246277251991;0.0006489447872875653;0.000293534399590882;-0.0007107441116671365;0.0012211272132326987;-0.0023349230824405475;-0.0011396149182781048;0.0005423714153536629;0.00022533276704919943;0.00021447828703423431
0.00010006648807744654;0.0003223134908764773;0.0006666498595794089;0.0002503800086323401;-0.00039674931230544925;0.0007765040385293722;-0.0010971830331594893;-0.0007329962403354008;0.0006280294583468381;0.00018479714848602645;0.00011011858000457841
0.0002570719151979718;0.00039074275965689573;0.0006828841583271703;0.00017589721432195778;-0.00015698787451331566;0.0004511095788092898;-0.0003120045405795295;-0.0003928173380844004;0.0006853103979353358;0.00015714676528157497;3.609242867663413e-05
0.00040675080713800226;0.0004522161892302926;0.000698374114429577;7.291694544510077e-05;5.000651493997206e-06;0.0002469434772520662;1.9696112776203817e-05;-0.0001230030449881999;0.0007139828148154676;0.00014290653827175707;-6.492351221880678e-06
0.0005498296211051005;0.0005077560858338729;0.0007114021922045313;-5.1817404448372975e-05;0.00010153955929096119;0.00013934335623775143;-1.7514117456133865e-05;8.774827257479775e-05;0.0007171471221336067;0.00014056097916740338;-1.9697285439862662e-05
0.0006883327270982593;0.0005587971228567355;0.0007173665830703425;-0.00018944415948615124;0.00015632592697065772;8.609321918463904e-05;-0.00028400930969215126;0.00026030907718461153;0.0006998923584497479;0.0001468364625856717;-7.048793697513654e-06
0.0008239782135130353;0.0006064677467819631;0.0007097015528149608;-0.00033116505910449465;0.000197245417652284;4.0064173969479205e-05;-0.0006230453975684036;0.00041844274599906194;0.0006671638922127704;0.0001575717146673436;2.6573654490536807e-05
0.0009571603042430263;0.0006516598849648739;0.0006825449877700435;-0.00047008613394681744;0.000247758185516158;-3.746736090587822e-05;-0.0008973489828598962;0.0005827556803605151;0.0006215617616252604;0.0001691311186429437;7.331006025627218e-05
0.0010869027407978198;0.0006958027947189635;0.0006345831141159368;-0.0006020150861976031;0.000319006823588806;-0.00016625332480521435;-0.0010167604765406923;0.0007664176111046816;0.000562158906500266;0.0001799819875608158;0.00012041508449106668
0.0012116554238088362;0.0007416483204509501;0.0005722816111941977;-0.0007248754079688638;0.0004054462571437414;-0.00034251088731230065;-0.0009523170941905548;0.0009729745050454982;0.00048535548791653766;0.00019171248982987945;0.00015079937184645057
0.001330238867909194;0.0007930076015144076;0.0005099462089350318;-0.0008370512841781836;0.0004865890582402712;-0.0005423337528134124;-0.0007357384286871803;0.0011958857694660773;0.00038803469577168;0.00020865523988971635;0.00014850220053780385
0.001441957963462809;0.0008526526161882782;0.00046461327288901635;-0.0009356740586385568;0.0005358326619237223;-0.0007325977602815021;-0.0004461905151748532;0.0014192471329081363;0.0002719391163262464;0.00023565093008104054;0.00010910291088994617
0.0015452324271786242;0.0009186802847254721;0.0004461315495720213;-0.0010161910107912965;0.0005342637081902112;-0.0008857696950310798;-0.00018763041724783304;0.0016196515275693464;0.00014679748235094195;0.00027440759410151376;5.082923268366356e-05
0.001635102209759719;0.0009812104825731999;0.0004464407826666279;-0.0010741266457591455;0.0004837717368118935;-0.0009924707795766169;-6.0089567607036974e-05;0.001769965248002402;2.9235858490987318e-05;0.00032010384412354333;1.8196330225073618e-05
0.0017012902334520702;0.0010224644561631956;0.0004351827657756295;-0.0011086568801841668;0.00041169733086394815;-0.0010652670129190887;-0.00012806137641009136;0.0018461839500297915;-6.41966515254374e-05;0.00036068526681640894;6.963770795117226e-05
0.0017293186179301496;0.0010228834702801742;0.0003687891532248398;-0.001125910689521062;0.00036083228233060416;-0.001130207581712581;-0.0003902339355304022;0.001837623423200582;-0.00012828010088314245;0.00038089280228671127;0.00024647543443909056
0.0017065215354437713;0.0009732385017894995;0.00021503452513645097;-0.0011387947929305795;0.00036503045625002075;-0.0012089255443555737;-0.0007578851310604742;0.0017581792196585144;-0.0001789005584344824;0.0003709568252700545;0.0005325703454168882
0.0016322053718896175;0.0008881143582922933;-1.4900321712238046e-05;-0.0011607950511069482;0.0004205020531394905;-0.0013012738088387587;-0.0010530909387880811;0.001653100998073997;-0.0002530359255306154;0.0003365137662947339;0.0008273138621861207
0.0015273435406545279;0.0008118708481530325;-0.0002454395051160846;-0.0011942777636034976;0.000471304378576063;-0.0013822081709078985;-0.0010389541551932943;0.0015938007848575095;-0.0003925301939700688;0.00030326807227172835;0.0009603410103369158
0.0014361130137667802;0.0008075341447965766;-0.00034933730699318464;-0.0012185585720151416;0.00042788369517016915;-0.001422565321231984;-0.0004878760657172864;0.0016552955156786998;-0.0006130670790195381;0.00030964168488064985;0.0007652160097874278
0.0014121053708912024;0.0009249159592774148;-0.00020706583036211548;-0.00118697935354901;0.00022462508321596566;-0.0014300668630146348;0.0007218524622380491;0.0018784607416354269;-0.0008716185336136956;0.00038509948659224823;0.00019840709749346653
0.0014881837997634286;0.0011565443968148239;0.00019939773628809994;-0.0010419675345167345;-0.00010259630905581606;-0.0014886446410423554;0.0025127742348164963;0.0022307378125833877;-0.0010554460178610731;0.000520831989754193;-0.0005512300531956883
0.0016398790312708044;0.0014038665524007577;0.0007029259019712502;-0.0007499448708576307;-0.0003642136626351226;-0.0017616386224009067;0.004567226197077301;0.0025886662306274432;-0.0010149164308774802;0.0006494220218415169;-0.0010450369793149638
0.0017630094249960339;0.001482431417783854;0.0009424946689011391;-0.00034473584923769003;-0.00024469736983560934;-0.0024306684386007182;0.006384779546119675;0.0027654199731161175;-0.0006446286327737909;0.0006544359267417107;-0.0007371877286496316
0.001688867868522637;0.0011838314426042967;0.00047965566784166413;4.551838620679512e-05;0.0005607366419833591;-0.0035744524144961853;0.00745018751179626;0.002590044180872693;1.5298573524534232e-05;0.00042289584454630475;0.0007284088014395122
0.0012477892091811139;0.00038138807721169827;-0.0009697201921181027;0.00021739255813111555;0.0021344357391952827;-0.005042679006076016;0.007461901885045026;0.0020138546273438746;0.0007187904292961202;-6.853137336747843e-05;0.003188903824770964
0.0003644036214424305;-0.0008724283469850859;-0.003287150199148436;-2.696374299887056e-05;0.0041589862308297355;-0.006420737805172412;0.006509298520824135;0.0011874850991066442;0.00106317076119962;-0.0006714314649395736;0.005819584454265089
-0.0008617840991176528;-0.002327881765671302;-0.005849144635347167;-0.0007538229491803757;0.005916822300316588;-0.007168422926986597;0.005072935458761211;0.00044424048438804675;0.0006758032560956085;-0.0010435903986390127;0.007379203190117036
-0.0021454391595167135;-0.003637380037606315;-0.007701801549805585;-0.0017831381633907572;0.006542614992737841;-0.00691725883499924;0.0037968245603031054;0.0001643128672835247;-0.0005281262164478046;-0.0007337742638945397;0.0068461311725131115
-0.003099594023985723;-0.004525749037791025;-0.007990806470523186;-0.0026655006198388538;0.005438258579831737;-0.005756613810041901;0.0031265900560110073;0.0005739012461106475;-0.00218362955142577;0.0006190944694653914;0.004122595511428413
-0.0033850497024677587;-0.004911010481260473;-0.006431789060245681;-0.002813793978142548;0.002606837032701841;-0.004257425818493194;0.0030194503864024837;0.0015992163278157228;-0.0035869678705475207;0.003021158975328085;0.00028337505057141385
-0.0028529093027558016;-0.004880901089456602;-0.0035284135581657486;-0.0017805319585940552;-0.0013190824190072352;-0.003121226611466054;0.0028972650596700627;0.0028778097664274994;-0.004097528293024698;0.005900422571940606;-0.002943160605164678
-0.0016112111574480325;-0.004557608436170117;-0.0003741125381712693;0.000430998527541547;-0.005364044357904678;-0.0026625284585146142;0.0018497935778350213;0.0039242771428434076;-0.003589702104157026;0.008075343632064962;-0.004194918254074435
9.928703064773995e-06;-0.003989303054548305;0.001868755382116741;0.0032010069253905096;-0.008596893929617065;-0.002545518911206665;-0.0010346764388227772;0.004343857886145689;-0.0025909224006905214;0.00805255881067632;-0.0032788231988542978
0.0015683944778389313;-0.0031738854419089517;0.002511667215188126;0.005420954703621654;-0.010381428460010762;-0.0020404946180726464;-0.006316270819712849;0.003976905579480486;-0.0019303607827428615;0.004670095216153341;-0.0011790148173767966
0.0026397410175999572;-0.002179957516096392;0.0015936227823659236;0.005932239450666103;-0.010428137788080936;-0.0006366087675449766;-0.013853971275064915;0.0029299812319744756;-0.002109243918467576;-0.0021164081622412883;0.000687867542297899
0.00291581078069738;-0.0012270861046197756;-0.00026211885701826374;0.004122092772707385;-0.008767387088877674;0.0014748823905822636;-0.02250986888658504;0.0015208283595773409;-0.0028669551415484904;-0.010712924088243536;0.0013892547818525577
0.0022541010370832363;-0.0006207629043664332;-0.0022202473558360757;0.0003894620650820645;-0.005781810320991868;0.003467780167743045;-0.030111457731068124;0.00017787449039723067;-0.0033237692778406215;-0.018097826822583988;0.0009269920782996919
0.0006992798077027358;-0.0005768929981842812;-0.0035396230343610192;-0.003820505652943237;-0.0022727522045147943;0.004511605039533319;-0.03398258358855066;-0.0006926871563859773;-0.0026624289508300246;-0.021030057237845633;-2.9651470627991186e-05
-0.0014930245706090762;-0.0010941815150930041;-0.0036553767824263404;-0.006544720385831801;0.0006420749133168806;0.004509713652357429;-0.03212937618860958;-0.0008714756049206512;-0.0008427777663584695;-0.017950386952898235;-0.0008441695336627666
-0.003848667847353658;-0.002014507668003427;-0.0021516729375936797;-0.00620351040869138;0.0019603716738422756;0.004303878444809752;-0.024548193276971456;-0.0004815833420143437;0.001276761417475286;-0.01045493976344356;-0.0014222682697123594
-0.005753089366805867;-0.0032310657991760088;0.0011329163598228;-0.002409720418954121;0.0014054760795472697;0.00504531299313557;-0.01364438124940489;-2.571123227811485e-05;0.0025800539087386747;-0.0029135228170479497;-0.002059708734482789
-0.006641308351513624;-0.004817992997282216;0.005807085060405055;0.003769371685423007;-0.00023822019636098873;0.007165689810595276;-0.0031731743664016473;-0.00018546175781648067;0.002544804067197754;0.00012216437756742618;-0.002802089489845844
-0.0062143077064393554;-0.006885925070448698;0.010703905476153547;0.010228966597211094;-0.0014512213076038503;0.009874393137804992;0.003704180075032566;-0.0014011496240412375;0.0015195251572180666;-0.0029093649620594887;-0.003071030797424058
-0.0045604341899442265;-0.009240217506033637;0.014109724962331682;0.014670417349992594;-0.0008858274010524764;0.011725495391015365;0.0059153784531792795;-0.003482385111602259;0.00023393343961775667;-0.009395141376725034;-0.002116769270060302
-0.002148359238697;-0.011167132501087123;0.014513906006169553;0.015449404176568317;0.0017235188085680808;0.011738145173658829;0.004674905668452545;-0.005595876813421801;-0.0008654206418284623;-0.014512865422246559;6.739468145982992e-05
0.0002553043580778188;-0.011622700071255878;0.011459377269004273;0.012101517069619755;0.005315725699242111;0.00993110708616436;0.002578769935716985;-0.0067506509829130985;-0.001769183859678774;-0.014889335990291413;0.0023873020228386455
0.0017189708827928603;-0.009786589510721071;0.005877734947292655;0.005432712545000441;0.008163111257770873;0.006795333643741579;0.0022625684977796777;-0.006466553013837617;-0.0024904591713091916;-0.011058405345956838;0.003404065393924078
0.0013819301453943996;-0.005651028233173382;-0.0003843009706632128;-0.0027723460093674254;0.009022604668141213;0.0025127407497896725;0.005112144811268737;-0.005062095135927543;-0.002628205237028352;-0.006742363720265701;0.0026202940924456982
-0.0011931868514573488;-0.00025378375980060204;-0.005556007405418596;-0.010301456678575982;0.007975117647956016;-0.00296661746752352;0.010423155932954786;-0.0032659168561113647;-0.001472975695547996;-0.005507725685344582;0.0011200021070522533
-0.0057114868314734335;0.004650080192751424;-0.00878050775719002;-0.015168493403456699;0.006329614548260208;-0.00901855308818906;0.015548762340960797;-0.0015020498706551165;0.0012906210960865181;-0.007640904319076768;0.0008910563267802804
-0.011138785965420322;0.007357130141324833;-0.010240433868428149;-0.016187613435821063;0.005621859336245322;-0.013813500946168141;0.0173006959954712;0.00041681449053703704;0.004842075565205973;-0.0100931039256539;0.0032259842799643355
-0.016085897796139843;0.007019564004018693;-0.010556751246463065;-0.013311268217428063;0.006410919400643422;-0.015074084410330526;0.013945677091852442;0.0028271794602631683;0.007233002438473977;-0.009478659915701128;0.00740979996846345
-0.019361580667348874;0.004027171885554938;-0.010022614957098096;-0.007643713570573492;0.0077578567863178915;-0.011636129559577085;0.006412000660530837;0.005430321070843521;0.006467466002429695;-0.0050153847908388305;0.010889063267938497
-0.020340307727653065;-0.0002501705575541075;-0.008351873757765626;-0.0011002909673442315;0.007798449923897865;-0.004472838817704952;-0.0022557354881421127;0.007021920658520411;0.002026108855958034;0.0013840463379448742;0.011066582036350884
