MU_1;MU_2;MU_3;MU_4;MU_5;MU_6;MU_7;MU_8;MU_9;MU_10;MU_11;MU_12
-0.0019313150059242792;0.0018674261751753427;0.002655808283519095;-0.0027165297659870772;-0.00246887743672511;0.0047609275401617026;-0.0030851831654233135;-0.011965963149436747;0.019878196835335715;0.007822225131824262;-0.004324758431581553;-0.0029911555930014684
-0.0021557423209920368;0.0013246484240945358;0.0022577031196286093;-0.002208185801510074;-0.0020799230190813585;0.007122831733717509;0.0026505356785413163;-0.0050118574096914064;0.015807134500148246;0.009515678052394278;0.0038330034796423685;-0.0021326400746902504
-0.002352057767194347;0.0006523537573253671;0.0016731123059120967;-0.0012191942809719931;-0.0018486830656134004;0.009842682406867647;0.008576527771570659;0.0008716701824951836;0.00884149178199314;0.00826890536897518;0.012429403727170786;0.0024578688588474617
-0.002462719438145505;-9.253619154247125e-06;0.0009999472332067757;-4.941972902726028e-05;-0.0016412910919189267;0.012014427114467189;0.01262533297466201;0.0036008724652220317;0.0009007732486406056;0.004882791968476191;0.017691891183462108;0.008643904495510557
-0.0024449940478242617;-0.0005071815943606415;0.00035566322021881626;0.0008840753886671487;-0.001277758964331404;0.01284203883395378;0.013962706540634015;0.003033904253793098;-0.00583563315318015;0.0009242152555828657;0.016646110406486253;0.013196648722427965
-0.0022948237342982534;-0.0007310131828569001;-0.00020551064648697892;0.0012367397178686917;-0.000642683497363809;0.011814260590344919;0.01299022193204883;0.0008456451376927819;-0.009416037129605946;-0.002270015776630304;0.008418309458529309;0.013238777969055584
-0.002051453275881585;-0.0006577057700881257;-0.0007257301928902161;0.0009015518170896974;0.00023568868581464643;0.008941187670924338;0.010909993397274581;-0.0005593568760746209;-0.008854035830770822;-0.0042571236295269495;-0.005027578827062293;0.007795379926654719
-0.0017824741256980679;-0.00036189654833043456;-0.001285594023556009;6.310107481942543e-05;0.0011784155887132333;0.004966374486446037;0.009009192881266236;0.0004863696064515698;-0.004771199458266366;-0.0052927799263440736;-0.01928042268330114;-0.0014682411753416651
-0.0015584563150923935;1.1611524287369596e-05;-0.001894339874851606;-0.0008856379962421818;0.0019378962314242412;0.0012793791114550672;0.007915262193028587;0.00397515338199442;0.0006435971848456921;-0.005584627440952448;-0.029138093153956775;-0.010839524646746495
-0.001429289718249319;0.00029859838780635145;-0.0024254807961040367;-0.001520518949800602;0.002331740932843542;-0.0006419857820633574;0.007281852529615404;0.008395278250440947;0.00457391543648836;-0.004879758692189181;-0.030917528032846316;-0.01624998642407134
-0.0014114013345055017;0.0003732133376972151;-0.0026661123104847373;-0.0015695498624786002;0.002350771187478482;-2.784858266130619e-05;0.006184978038854003;0.01180734646954467;0.00496874780783166;-0.0028625338609959976;-0.024269894866674586;-0.01523026583949829
-0.0014877788542631307;0.00019805312475984773;-0.0024550065245387614;-0.0010165533083387776;0.002173848214063389;0.002686513572938607;0.003922774122370356;0.01306601730044682;0.0015834024221687347;0.00010209065731103685;-0.012470375248369423;-0.008128144521566029
-0.0016166352563117686;-0.00015245267521559386;-0.001811286684362921;-8.594550126123322e-05;0.0020739413648363687;0.00604419429030026;0.0005642350297874299;0.012429315183979026;-0.003934036052680184;0.0027254328855243547;-0.0009260297236896087;0.0020461836363898276
-0.0017444504223941802;-0.0005119589852922633;-0.0009619157854295431;0.0008702879948405399;0.0022638128081899286;0.008312297648389711;-0.003117223172742268;0.011219508915746433;-0.008922784592823906;0.003390651511069044;0.005367858996793784;0.011029338911393833
-0.0018219882879638013;-0.0006832778024803943;-0.0002491908218006704;0.0015261137717584375;0.0027744109839153725;0.008308339580048256;-0.0061526859011705225;0.010793184914006056;-0.011016021403648128;0.0011525983470352112;0.004103786366621194;0.015194243486368542
