1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
23176.0;12532.0;12232.0;10942.0;13088.0;10444.0;13596.0;12630.0;10469.0;10979.0;11112.0;11199.0;11497.0;10506.0;12504.0;11341.0;12458.0;11497.0;10629.0
23214.0;12623.0;12261.0;10966.0;13178.0;10487.0;13629.0;12682.0;10674.0;11027.0;11141.0;11329.0;11524.0;10585.0;12531.0;11567.0;12501.0;11527.0;10659.0
23250.0;12662.0;12339.0;11040.0;13245.0;10555.0;13824.0;12737.0;10727.0;11142.0;11234.0;11358.0;11546.0;10610.0;12568.0;11700.0;12553.0;11705.0;10683.0
23327.0;12863.0;12431.0;11124.0;13458.0;10605.0;13862.0;12985.0;10805.0;11201.0;11273.0;11392.0;11695.0;10679.0;12590.0;11726.0;12625.0;11731.0;10752.0
24008.0;12970.0;12480.0;11155.0;13516.0;10656.0;14042.0;13061.0;10881.0;11253.0;11308.0;11490.0;11746.0;10739.0;12640.0;11766.0;12676.0;11765.0;10962.0
24031.0;13041.0;12524.0;11430.0;13550.0;10856.0;14108.0;13191.0;11094.0;11292.0;11389.0;11636.0;11800.0;10878.0;12715.0;11833.0;12751.0;11818.0;11030.0
24114.0;13129.0;12608.0;11563.0;13616.0;10992.0;14376.0;13229.0;11174.0;11437.0;11418.0;11683.0;11841.0;11007.0;12818.0;11913.0;12774.0;11870.0;11154.0
24464.0;13242.0;12718.0;11595.0;13714.0;11013.0;14401.0;13288.0;11210.0;11462.0;11506.0;11838.0;11944.0;11033.0;12949.0;11952.0;12811.0;11890.0;11218.0
24520.0;13360.0;12789.0;11677.0;13769.0;11076.0;14471.0;13318.0;11234.0;11516.0;11568.0;11945.0;11972.0;11108.0;13009.0;12012.0;12894.0;11922.0;11321.0
24681.0;13513.0;12944.0;11950.0;13930.0;11138.0;14563.0;13588.0;11257.0;11587.0;11652.0;11972.0;12014.0;11145.0;13047.0;12123.0;12986.0;12048.0;11437.0
24715.0;13771.0;12980.0;12012.0;14134.0;11188.0;14597.0;13682.0;11415.0;11617.0;11700.0;12054.0;12097.0;11212.0;13070.0;12284.0;13011.0;12207.0;11489.0
24824.0;13826.0;13028.0;12065.0;14176.0;11255.0;14638.0;13720.0;11444.0;11711.0;11850.0;12167.0;12132.0;11240.0;13108.0;12347.0;13046.0;12253.0;11542.0
25231.0;13865.0;13069.0;12088.0;14225.0;11343.0;14713.0;13763.0;11560.0;11738.0;11896.0;12191.0;12189.0;11316.0;13169.0;12418.0;13123.0;12296.0;11607.0
25287.0;14007.0;13103.0;12157.0;14404.0;11421.0;14935.0;13800.0;11666.0;11804.0;11987.0;12368.0;12212.0;11359.0;13228.0;12459.0;13144.0;12376.0;11696.0
25456.0;14055.0;13127.0;12206.0;14433.0;11441.0;14960.0;13820.0;11687.0;11870.0;12030.0;12392.0;12251.0;11410.0;13262.0;12497.0;13177.0;12407.0;11930.0
25666.0;14114.0;13266.0;12246.0;14472.0;11509.0;14984.0;13842.0;11976.0;11990.0;12050.0;12552.0;12490.0;11504.0;13297.0;12623.0;13242.0;12605.0;11968.0
25785.0;14135.0;13483.0;12298.0;14622.0;11540.0;15148.0;13872.0;12005.0;12013.0;12253.0;12716.0;12528.0;11589.0;13380.0;12645.0;13307.0;12658.0;12032.0
25986.0;14194.0;13514.0;12466.0;14657.0;11715.0;15183.0;13910.0;12091.0;12034.0;12291.0;12762.0;12555.0;11621.0;13423.0;12676.0;13414.0;12693.0;12058.0
26227.0;14360.0;13543.0;12493.0;14677.0;11836.0;15257.0;14070.0;12260.0;12063.0;12315.0;12805.0;12609.0;11662.0;13540.0;12714.0;13450.0;12754.0;12095.0
26396.0;14446.0;13580.0;12561.0;14763.0;11879.0;15408.0;14090.0;12381.0;12141.0;12491.0;12859.0;12673.0;11797.0;13664.0;12738.0;13511.0;12828.0;12127.0
26469.0;14500.0;13739.0;12616.0;14804.0;11926.0;15442.0;14148.0;12403.0;12180.0;12559.0;12894.0;12807.0;12027.0;13707.0;12764.0;13583.0;12898.0;12171.0
26506.0;14583.0;13814.0;12650.0;14834.0;12074.0;15504.0;14256.0;12534.0;12267.0;12586.0;12980.0;12948.0;12077.0;13971.0;12788.0;13607.0;12944.0;12327.0
26775.0;14699.0;13861.0;12828.0;14892.0;12102.0;15532.0;14710.0;12595.0;12424.0;12643.0;13003.0;13010.0;12154.0;14038.0;12827.0;13681.0;12991.0;12411.0
26891.0;14781.0;13905.0;12858.0;15009.0;12126.0;15554.0;15117.0;12753.0;12558.0;12691.0;13272.0;13049.0;12196.0;14111.0;12858.0;13709.0;13022.0;12454.0
27100.0;14806.0;13962.0;12965.0;15143.0;12171.0;15647.0;15300.0;12788.0;12604.0;12711.0;13321.0;13119.0;12383.0;14237.0;13005.0;13735.0;13260.0;12549.0
27191.0;14841.0;14076.0;13036.0;15551.0;12205.0;15676.0;15492.0;12935.0;12632.0;12967.0;13398.0;13186.0;12404.0;14266.0;13052.0;13765.0;13375.0;12622.0
27445.0;14874.0;14101.0;13094.0;15598.0;12289.0;15824.0;15576.0;13050.0;12702.0;13048.0;13426.0;13238.0;12430.0;14288.0;13132.0;13941.0;13531.0;12760.0
27513.0;14931.0;14140.0;13201.0;15623.0;12362.0;15896.0;15657.0;13106.0;12792.0;13119.0;13468.0;13308.0;12578.0;14361.0;13164.0;14001.0;13554.0;12796.0
27715.0;14993.0;14201.0;13270.0;15746.0;12474.0;15999.0;15718.0;13295.0;12864.0;13208.0;13628.0;13340.0;12624.0;14434.0;13228.0;14090.0;13701.0;12830.0
27741.0;15091.0;14254.0;13504.0;15768.0;12510.0;16160.0;15769.0;13323.0;12952.0;13309.0;13663.0;13454.0;12746.0;14565.0;13254.0;14230.0;13738.0;12876.0
28112.0;15226.0;14284.0;13599.0;15846.0;12584.0;16243.0;15824.0;13349.0;12986.0;13350.0;13693.0;13505.0;12769.0;14619.0;13432.0;14271.0;13762.0;12903.0
28265.0;15292.0;14356.0;13688.0;15926.0;12657.0;16513.0;15876.0;13424.0;13069.0;13386.0;13719.0;13638.0;12880.0;14691.0;13464.0;14294.0;13823.0;13015.0
28587.0;15318.0;14405.0;13712.0;15964.0;12679.0;16573.0;15902.0;13475.0;13095.0;13415.0;13742.0;13713.0;12925.0;14786.0;13584.0;14371.0;14120.0;13058.0
28608.0;15424.0;14557.0;13732.0;16013.0;12718.0;16630.0;16016.0;13496.0;13120.0;13488.0;13859.0;13750.0;12976.0;14821.0;13625.0;14448.0;14231.0;13181.0
28759.0;15474.0;14655.0;13790.0;16194.0;12778.0;16739.0;16083.0;13559.0;13168.0;13576.0;13884.0;13805.0;13082.0;14982.0;13661.0;14502.0;14413.0;13292.0
28918.0;15613.0;14715.0;13826.0;16328.0;12800.0;16793.0;16145.0;13692.0;13212.0;13597.0;13965.0;13831.0;13143.0;15222.0;13765.0;14536.0;14467.0;13411.0
28958.0;15714.0;14742.0;13896.0;16357.0;12900.0;16829.0;16181.0;13844.0;13286.0;13629.0;13992.0;13855.0;13242.0;15258.0;13802.0;14574.0;14505.0;13441.0
29011.0;15787.0;14783.0;14095.0;16405.0;12955.0;16852.0;16232.0;13928.0;13359.0;13680.0;14086.0;13889.0;13352.0;15314.0;13841.0;14602.0;14555.0;13517.0
29037.0;15932.0;14816.0;14180.0;16454.0;13038.0;16880.0;16305.0;14103.0;13551.0;13749.0;14193.0;13995.0;13529.0;15372.0;13921.0;14797.0;14642.0;13542.0
29253.0;16191.0;14841.0;14222.0;16477.0;13075.0;16912.0;16332.0;14274.0;13576.0;13799.0;14213.0;14052.0;13597.0;15420.0;13953.0;14922.0;14669.0;13597.0
29297.0;16217.0;14968.0;14287.0;16632.0;13098.0;16937.0;16438.0;14340.0;13694.0;13884.0;14285.0;14166.0;13806.0;15468.0;14030.0;14994.0;14740.0;13619.0
29391.0;16333.0;15274.0;14378.0;16679.0;13169.0;17078.0;16471.0;14464.0;13717.0;14057.0;14306.0;14224.0;13865.0;15506.0;14143.0;15036.0;14779.0;13649.0
29413.0;16412.0;15328.0;14443.0;16716.0;13209.0;17165.0;16520.0;14485.0;13807.0;14111.0;14344.0;14394.0;13891.0;15538.0;14295.0;15074.0;14805.0;13786.0
29466.0;16471.0;15362.0;14585.0;16766.0;13260.0;17240.0;16629.0;14510.0;13892.0;14142.0;14396.0;14450.0;14001.0;15792.0;14371.0;15296.0;14876.0;13999.0
29487.0;16537.0;15404.0;14711.0;16820.0;13484.0;17263.0;16708.0;14563.0;13986.0;14175.0;14425.0;14548.0;14117.0;15899.0;14542.0;15422.0;14925.0;14060.0
29521.0;16709.0;15451.0;14788.0;16995.0;13512.0;17365.0;16752.0;14596.0;14181.0;14225.0;14456.0;14648.0;14195.0;15922.0;14654.0;15465.0;14978.0;14140.0
29572.0;16780.0;15502.0;14832.0;17117.0;13574.0;17468.0;16851.0;14701.0;14388.0;14390.0;14550.0;14677.0;14215.0;15958.0;14754.0;15724.0;15114.0;14218.0
29798.0;16888.0;15590.0;14886.0;17214.0;13616.0;17546.0;16915.0;14781.0;14411.0;14418.0;14661.0;14858.0;14294.0;16010.0;14789.0;15844.0;15179.0;14341.0
29980.0;16985.0;15685.0;15059.0;17268.0;13677.0;17689.0;16947.0;14818.0;14548.0;14438.0;14767.0;14905.0;14355.0;16036.0;14836.0;16045.0;15255.0;14367.0
30020.0;17077.0;15728.0;15194.0;17597.0;13707.0;17845.0;17015.0;14859.0;14568.0;14464.0;14848.0;15036.0;14480.0;16089.0;14990.0;16110.0;15314.0;14487.0
30066.0;17166.0;15800.0;15236.0;17732.0;13796.0;17978.0;17059.0;14903.0;14588.0;14580.0;14901.0;15057.0;14500.0;16112.0;15020.0;16144.0;15350.0;14523.0
30100.0;17293.0;15827.0;15291.0;17806.0;13871.0;18084.0;17109.0;14935.0;14663.0;14619.0;14990.0;15128.0;14577.0;16143.0;15043.0;16319.0;15409.0;14568.0
30127.0;17316.0;15882.0;15339.0;17843.0;13917.0;18112.0;17167.0;14996.0;14829.0;14672.0;15079.0;15170.0;14625.0;16354.0;15150.0;16426.0;15619.0;14767.0
30156.0;17359.0;15924.0;15383.0;17896.0;13995.0;18144.0;17231.0;15042.0;14851.0;14699.0;15121.0;15192.0;14662.0;16427.0;15209.0;16490.0;15977.0;14885.0
30232.0;17460.0;16078.0;15406.0;17945.0;14121.0;18281.0;17298.0;15081.0;14878.0;14891.0;15144.0;15232.0;14714.0;16492.0;15269.0;16518.0;16009.0;14918.0
30252.0;17507.0;16145.0;15445.0;18034.0;14151.0;18306.0;17419.0;15193.0;14922.0;14956.0;15245.0;15283.0;14774.0;16522.0;15299.0;16556.0;16042.0;14949.0
30541.0;17596.0;16182.0;15527.0;18087.0;14173.0;18380.0;17491.0;15408.0;14949.0;15206.0;15274.0;15489.0;14831.0;16544.0;15362.0;16716.0;16111.0;14988.0
30562.0;17667.0;16264.0;15570.0;18156.0;14232.0;18460.0;17598.0;15495.0;15123.0;15258.0;15294.0;15511.0;14884.0;16590.0;15405.0;16750.0;16145.0;15059.0
30622.0;17752.0;16385.0;15650.0;18400.0;14296.0;18490.0;17713.0;15612.0;15155.0;15294.0;15439.0;15636.0;15092.0;16622.0;15425.0;16896.0;16278.0;15121.0
30728.0;17773.0;16419.0;15688.0;18468.0;14317.0;18583.0;17750.0;15654.0;15511.0;15356.0;15533.0;15671.0;15166.0;16661.0;15448.0;16928.0;16310.0;15191.0
30964.0;17802.0;16504.0;15788.0;18629.0;14340.0;18604.0;17796.0;15810.0;15723.0;15562.0;15632.0;15707.0;15254.0;16734.0;15469.0;17007.0;16389.0;15317.0
31125.0;17855.0;16729.0;15828.0;18670.0;14376.0;18684.0;17842.0;15892.0;15779.0;15606.0;15690.0;15748.0;15280.0;16819.0;15593.0;17119.0;16423.0;15361.0
31365.0;18024.0;16775.0;15871.0;18691.0;14418.0;18770.0;18020.0;15918.0;15981.0;15634.0;15825.0;15830.0;15310.0;16912.0;15618.0;17191.0;16467.0;15430.0
31450.0;18219.0;16835.0;15933.0;18860.0;14491.0;18963.0;18051.0;16001.0;16048.0;15710.0;15902.0;15882.0;15345.0;16977.0;15680.0;17276.0;16489.0;15453.0
31510.0;18395.0;16855.0;16069.0;18975.0;14561.0;19072.0;18113.0;16086.0;16074.0;15817.0;16009.0;15921.0;15459.0;17049.0;15834.0;17304.0;16623.0;15493.0
31654.0;18433.0;16876.0;16194.0;19002.0;14677.0;19124.0;18395.0;16138.0;16131.0;15923.0;16048.0;15970.0;15502.0;17108.0;15881.0;17404.0;16711.0;15562.0
31736.0;18594.0;16904.0;16384.0;19051.0;14734.0;19197.0;18436.0;16179.0;16293.0;16105.0;16095.0;16080.0;15611.0;17191.0;15987.0;17524.0;16892.0;15619.0
31773.0;18631.0;16933.0;16418.0;19075.0;14778.0;19287.0;18466.0;16201.0;16323.0;16307.0;16178.0;16183.0;15679.0;17217.0;16007.0;17560.0;16937.0;15661.0
31804.0;18655.0;16973.0;16466.0;19164.0;14802.0;19547.0;18635.0;16377.0;16402.0;16375.0;16269.0;16296.0;15731.0;17246.0;16125.0;17608.0;16986.0;15688.0
31875.0;18808.0;17003.0;16773.0;19270.0;14823.0;19589.0;18663.0;16511.0;16494.0;16489.0;16308.0;16324.0;15855.0;17306.0;16173.0;17703.0;17065.0;15713.0
32050.0;18853.0;17043.0;16846.0;19335.0;14885.0;19640.0;18790.0;16586.0;16535.0;16510.0;16402.0;16396.0;15875.0;17415.0;16261.0;17757.0;17105.0;16271.0
32070.0;18938.0;17091.0;17002.0;19389.0;14938.0;19832.0;18865.0;16654.0;16567.0;16530.0;16483.0;16538.0;15957.0;17438.0;16340.0;17793.0;17249.0;16295.0
32122.0;19096.0;17129.0;17048.0;19433.0;15011.0;19889.0;18947.0;16719.0;16654.0;16638.0;16530.0;16659.0;16008.0;17597.0;16377.0;17846.0;17283.0;16506.0
32155.0;19285.0;17173.0;17099.0;19508.0;15115.0;20076.0;19104.0;16746.0;16783.0;16723.0;16635.0;16690.0;16039.0;17783.0;16449.0;17895.0;17351.0;16567.0
32257.0;19376.0;17239.0;17149.0;19609.0;15173.0;20264.0;19192.0;16840.0;16875.0;16795.0;16660.0;16814.0;16196.0;17824.0;16581.0;17990.0;17489.0;16717.0
32333.0;19474.0;17264.0;17169.0;19742.0;15215.0;20289.0;19267.0;16875.0;16990.0;16940.0;16755.0;16839.0;16314.0;17939.0;16649.0;18027.0;17555.0;16773.0
32394.0;19494.0;17294.0;17259.0;19764.0;15289.0;20354.0;19350.0;16923.0;17044.0;16976.0;16797.0;16975.0;16340.0;18072.0;16673.0;18112.0;17659.0;16811.0
32489.0;19558.0;17345.0;17282.0;19840.0;15426.0;20395.0;19378.0;16954.0;17112.0;17019.0;16840.0;16995.0;16422.0;18154.0;16696.0;18134.0;17762.0;16832.0
32538.0;19580.0;17388.0;17341.0;19865.0;15521.0;20422.0;19402.0;17009.0;17172.0;17047.0;16911.0;17069.0;16458.0;18215.0;16767.0;18210.0;17782.0;16882.0
32574.0;19614.0;17416.0;17419.0;20102.0;15544.0;20449.0;19473.0;17374.0;17254.0;17111.0;16939.0;17094.0;16481.0;18368.0;16793.0;18359.0;17822.0;16918.0
32823.0;19809.0;17472.0;17442.0;20170.0;15604.0;20470.0;19562.0;17402.0;17276.0;17189.0;16980.0;17116.0;16537.0;18389.0;16853.0;18393.0;17883.0;17040.0
32862.0;19889.0;17722.0;17579.0;20389.0;15673.0;20688.0;19586.0;17558.0;17352.0;17236.0;17007.0;17222.0;16573.0;18465.0;16957.0;18496.0;17966.0;17134.0
32968.0;20084.0;17748.0;17671.0;20437.0;15693.0;20710.0;19619.0;17824.0;17424.0;17461.0;17034.0;17391.0;16688.0;18554.0;17032.0;18533.0;17999.0;17156.0
32998.0;20143.0;17832.0;17745.0;20471.0;15758.0;20755.0;19689.0;17926.0;17465.0;17506.0;17103.0;17414.0;16728.0;18617.0;17326.0;18580.0;18032.0;17219.0
33084.0;20286.0;17858.0;17809.0;20538.0;15778.0;20795.0;19766.0;18046.0;17489.0;17527.0;17156.0;17648.0;16948.0;18678.0;17557.0;18648.0;18172.0;17251.0
33117.0;20383.0;17893.0;17852.0;20571.0;15893.0;20832.0;19916.0;18068.0;17521.0;17610.0;17328.0;17784.0;17154.0;18728.0;17675.0;18676.0;18200.0;17279.0
33191.0;20423.0;18017.0;17916.0;20622.0;15976.0;21014.0;19944.0;18096.0;17615.0;17649.0;17485.0;17986.0;17206.0;18810.0;17772.0;18721.0;18255.0;17329.0
33326.0;20463.0;18056.0;17953.0;20758.0;16007.0;21140.0;20025.0;18228.0;17644.0;17725.0;17529.0;18013.0;17301.0;18834.0;17832.0;18755.0;18330.0;17473.0
33466.0;20515.0;18116.0;17998.0;20835.0;16029.0;21218.0;20048.0;18279.0;17781.0;17755.0;17552.0;18110.0;17329.0;18863.0;17855.0;18783.0;18360.0;17548.0
33574.0;20588.0;18158.0;18082.0;20863.0;16062.0;21302.0;20100.0;18305.0;17881.0;17806.0;17605.0;18174.0;17356.0;18910.0;17927.0;18886.0;18515.0;17778.0
33635.0;20619.0;18212.0;18152.0;20950.0;16173.0;21355.0;20340.0;18368.0;17929.0;17882.0;17686.0;18202.0;17386.0;18942.0;17982.0;18917.0;18586.0;17872.0
33835.0;20650.0;18373.0;18213.0;21041.0;16196.0;21381.0;20408.0;18525.0;18016.0;17960.0;17710.0;18262.0;17414.0;19008.0;18147.0;18960.0;18744.0;17933.0
33861.0;20677.0;18503.0;18354.0;21084.0;16216.0;21544.0;20559.0;18569.0;18050.0;18045.0;17815.0;18293.0;17501.0;19303.0;18399.0;19023.0;18861.0;18097.0
33912.0;20737.0;18586.0;18395.0;21318.0;16368.0;21596.0;20638.0;18811.0;18116.0;18067.0;17874.0;18330.0;17528.0;19350.0;18431.0;19109.0;18884.0;18219.0
33975.0;20797.0;18822.0;18531.0;21403.0;16402.0;21662.0;20751.0;18872.0;18286.0;18124.0;18072.0;18377.0;17666.0;19528.0;18482.0;19189.0;18908.0;18352.0
34032.0;20839.0;18874.0;18554.0;21563.0;16446.0;21792.0;20853.0;18895.0;18309.0;18224.0;18105.0;18424.0;17687.0;19568.0;18578.0;19253.0;19033.0;18415.0
34156.0;20889.0;18977.0;18583.0;21628.0;16471.0;21830.0;20873.0;18920.0;18333.0;18338.0;18215.0;18489.0;17711.0;19633.0;18600.0;19305.0;19244.0;18451.0
34178.0;20927.0;19108.0;18609.0;21696.0;16508.0;21944.0;20946.0;19014.0;18396.0;18373.0;18246.0;18526.0;17761.0;19683.0;18646.0;19438.0;19539.0;18505.0
34387.0;20953.0;19134.0;18656.0;21745.0;16536.0;21979.0;21063.0;19202.0;18418.0;18412.0;18300.0;18551.0;17811.0;19839.0;18710.0;19493.0;19693.0;18720.0
34447.0;21015.0;19169.0;18702.0;21780.0;16563.0;22302.0;21083.0;19270.0;18483.0;18540.0;18337.0;18643.0;18012.0;20006.0;18734.0;19571.0;19809.0;18761.0
34534.0;21067.0;19236.0;18782.0;21827.0;16587.0;22391.0;21290.0;19328.0;18597.0;18581.0;18414.0;18694.0;18130.0;20256.0;18846.0;19592.0;19852.0;18794.0
34651.0;21124.0;19275.0;18840.0;21858.0;16615.0;22416.0;21430.0;19365.0;18618.0;18635.0;18465.0;18734.0;18195.0;20309.0;18935.0;19800.0;19876.0;18905.0
34935.0;21153.0;19410.0;18878.0;22045.0;16636.0;22528.0;21486.0;19458.0;18647.0;18703.0;18486.0;18782.0;18223.0;20334.0;18982.0;19905.0;20023.0;19016.0
34999.0;21196.0;19520.0;18917.0;22266.0;16658.0;22567.0;21527.0;19535.0;18667.0;18776.0;18533.0;18865.0;18247.0;20366.0;19009.0;20004.0;20159.0;19132.0
35050.0;21256.0;19604.0;19016.0;22386.0;16684.0;22618.0;21652.0;19560.0;18687.0;18799.0;18676.0;18897.0;18374.0;20531.0;19084.0;20044.0;20261.0;19179.0
35077.0;21293.0;19754.0;19265.0;22516.0;16708.0;22658.0;21753.0;19668.0;18749.0;18877.0;18795.0;18984.0;18472.0;20587.0;19127.0;20086.0;20296.0;19357.0
35119.0;21378.0;19808.0;19469.0;22562.0;16958.0;22749.0;21789.0;19702.0;18777.0;18953.0;18853.0;19183.0;18582.0;20707.0;19184.0;20148.0;20437.0;19398.0
35161.0;21399.0;19898.0;19556.0;22710.0;17010.0;22785.0;21874.0;19726.0;18849.0;19029.0;19023.0;19279.0;18650.0;20784.0;19229.0;20215.0;20460.0;19438.0
35191.0;21474.0;19938.0;19655.0;22750.0;17040.0;22805.0;21906.0;19824.0;18904.0;19079.0;19074.0;19438.0;18682.0;20807.0;19407.0;20366.0;20507.0;19533.0
35235.0;21499.0;19985.0;19702.0;22878.0;17104.0;22867.0;21941.0;19914.0;19056.0;19132.0;19097.0;19515.0;18707.0;20925.0;19450.0;20480.0;20721.0;19637.0
35303.0;21534.0;20045.0;19747.0;22908.0;17166.0;23026.0;21987.0;19950.0;19097.0;19204.0;19156.0;19602.0;18786.0;21032.0;19514.0;20517.0;20783.0;19699.0
35428.0;21628.0;20204.0;19860.0;23082.0;17276.0;23113.0;22046.0;19975.0;19124.0;19249.0;19199.0;19637.0;18817.0;21086.0;19595.0;20602.0;20843.0;19804.0
35534.0;21730.0;20332.0;19901.0;23268.0;17336.0;23138.0;22139.0;20048.0;19217.0;19300.0;19223.0;19671.0;18869.0;21195.0;19619.0;20657.0;21085.0;19921.0
35595.0;21764.0;20362.0;19965.0;23310.0;17428.0;23227.0;22189.0;20068.0;19359.0;19354.0;19264.0;19707.0;18995.0;21216.0;19645.0;20754.0;21135.0;20005.0
35939.0;21807.0;20461.0;20036.0;23436.0;17505.0;23414.0;22255.0;20137.0;19468.0;19406.0;19294.0;19789.0;19066.0;21251.0;19684.0;20796.0;21192.0;20034.0
36006.0;21853.0;20549.0;20098.0;23509.0;17655.0;23520.0;22289.0;20260.0;19591.0;19463.0;19316.0;19879.0;19088.0;21280.0;19759.0;20822.0;21311.0;20141.0
36286.0;21975.0;20620.0;20154.0;23622.0;17745.0;23601.0;22316.0;20313.0;19614.0;19518.0;19370.0;19969.0;19128.0;21340.0;19808.0;20876.0;21355.0;20186.0
36407.0;22032.0;20737.0;20207.0;23649.0;17818.0;23628.0;22536.0;20340.0;19636.0;19539.0;19533.0;20043.0;19199.0;21392.0;19835.0;20971.0;21455.0;20230.0
36440.0;22131.0;20869.0;20255.0;23675.0;17881.0;23665.0;22567.0;20382.0;19669.0;19665.0;19553.0;20140.0;19271.0;21449.0;19872.0;21027.0;21548.0;20264.0
36567.0;22207.0;20934.0;20329.0;23865.0;17994.0;23715.0;22772.0;20444.0;19689.0;19696.0;19574.0;20186.0;19307.0;21478.0;19940.0;21080.0;21614.0;20315.0
36742.0;22302.0;21063.0;20361.0;23937.0;18034.0;23793.0;22821.0;20526.0;19754.0;19776.0;19732.0;20206.0;19402.0;21649.0;19961.0;21173.0;21642.0;20368.0
36775.0;22395.0;21145.0;20383.0;24013.0;18199.0;23894.0;22974.0;20646.0;19792.0;19848.0;20055.0;20336.0;19428.0;21675.0;20025.0;21229.0;21673.0;20525.0
36963.0;22674.0;21282.0;20440.0;24054.0;18251.0;23975.0;23027.0;20671.0;19821.0;20046.0;20092.0;20388.0;19490.0;21698.0;20136.0;21272.0;21751.0;20691.0
37022.0;22719.0;21310.0;20498.0;24084.0;18315.0;24035.0;23179.0;20728.0;19858.0;20146.0;20137.0;20644.0;19563.0;21817.0;20180.0;21376.0;21781.0;20802.0
37176.0;22749.0;21399.0;20728.0;24109.0;18335.0;24074.0;23292.0;20761.0;19996.0;20194.0;20205.0;20664.0;19633.0;21910.0;20282.0;21399.0;21811.0;20837.0
37203.0;22834.0;21427.0;20755.0;24332.0;18415.0;24187.0;23323.0;20910.0;20028.0;20219.0;20242.0;20786.0;19753.0;21996.0;20410.0;21446.0;21837.0;20934.0
37237.0;22878.0;21549.0;20792.0;24399.0;18456.0;24357.0;23366.0;20941.0;20048.0;20290.0;20294.0;20816.0;19783.0;22037.0;20459.0;21482.0;21977.0;20984.0
37334.0;22995.0;21695.0;20868.0;24452.0;18529.0;24408.0;23408.0;20978.0;20176.0;20346.0;20422.0;20857.0;19835.0;22059.0;20595.0;21574.0;22030.0;21010.0
37475.0;23280.0;21717.0;21010.0;24606.0;18564.0;24615.0;23481.0;21095.0;20220.0;20390.0;20524.0;20938.0;19874.0;22089.0;20646.0;21677.0;22094.0;21056.0
37664.0;23306.0;21761.0;21036.0;24632.0;18698.0;24635.0;23502.0;21222.0;20299.0;20500.0;20576.0;21130.0;20041.0;22221.0;20708.0;21705.0;22288.0;21098.0
37702.0;23395.0;21845.0;21279.0;24673.0;18719.0;24719.0;23564.0;21395.0;20319.0;20526.0;20620.0;21161.0;20140.0;22516.0;20791.0;21787.0;22420.0;21160.0
37864.0;23424.0;21894.0;21363.0;24721.0;18888.0;24787.0;23671.0;21529.0;20342.0;20575.0;20720.0;21244.0;20168.0;22667.0;20833.0;21829.0;22465.0;21209.0
37885.0;23480.0;21958.0;21505.0;24784.0;19019.0;24818.0;23734.0;21568.0;20522.0;20626.0;20791.0;21333.0;20249.0;22831.0;20895.0;22023.0;22490.0;21233.0
37924.0;23546.0;21991.0;21616.0;24806.0;19220.0;24847.0;23825.0;21615.0;20553.0;20710.0;20945.0;21406.0;20306.0;22886.0;20933.0;22065.0;22593.0;21427.0
37993.0;23577.0;22060.0;21652.0;24847.0;19498.0;24929.0;23873.0;21717.0;20586.0;20772.0;21006.0;21430.0;20357.0;22939.0;21019.0;22149.0;22684.0;21558.0
38019.0;23645.0;22174.0;21824.0;24887.0;19532.0;24975.0;23898.0;21882.0;20623.0;20874.0;21040.0;21529.0;20380.0;23167.0;21059.0;22200.0;22713.0;21592.0
38199.0;23706.0;22259.0;21894.0;24954.0;19679.0;25015.0;23941.0;21904.0;20648.0;20978.0;21121.0;21613.0;20501.0;23265.0;21101.0;22412.0;22912.0;21660.0
38245.0;23948.0;22342.0;21939.0;25089.0;19795.0;25124.0;23987.0;22111.0;20744.0;21018.0;21221.0;21868.0;20552.0;23380.0;21132.0;22491.0;22944.0;21681.0
38273.0;24046.0;22435.0;21961.0;25132.0;19862.0;25154.0;24092.0;22313.0;20812.0;21110.0;21293.0;21939.0;20776.0;23427.0;21179.0;22607.0;22994.0;21748.0
38339.0;24066.0;22519.0;22097.0;25185.0;19891.0;25174.0;24193.0;22363.0;21235.0;21131.0;21391.0;22022.0;20805.0;23567.0;21252.0;22638.0;23027.0;21810.0
38438.0;24096.0;22708.0;22126.0;25211.0;19943.0;25268.0;24231.0;22399.0;21258.0;21180.0;21516.0;22080.0;20847.0;23607.0;21272.0;22680.0;23204.0;21866.0
38486.0;24165.0;22752.0;22354.0;25290.0;20118.0;25437.0;24254.0;22549.0;21322.0;21238.0;21656.0;22112.0;20888.0;23635.0;21469.0;22843.0;23224.0;21892.0
38521.0;24314.0;22828.0;22412.0;25330.0;20315.0;25519.0;24286.0;22569.0;21359.0;21281.0;21676.0;22143.0;20974.0;23664.0;21673.0;23003.0;23390.0;21943.0
38606.0;24468.0;22873.0;22512.0;25414.0;20342.0;25564.0;24315.0;22610.0;21412.0;21308.0;21810.0;22197.0;21108.0;23785.0;21720.0;23036.0;23509.0;22013.0
38751.0;24592.0;22899.0;22542.0;25705.0;20427.0;25588.0;24384.0;22687.0;21471.0;21492.0;21950.0;22229.0;21136.0;23822.0;21818.0;23098.0;23610.0;22057.0
38845.0;24653.0;22950.0;22650.0;25761.0;20557.0;25693.0;24547.0;22833.0;21503.0;21616.0;21995.0;22273.0;21255.0;23863.0;21856.0;23206.0;23637.0;22131.0
